venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
ieee s&p,2020,conf/sp/sp2020,,"2020 IEEE Symposium on Security and Privacy, SP 2020, San Francisco, CA, USA, May 18-21, 2020.",,,0,https://ieeexplore.ieee.org/xpl/conhome/9144328/proceeding,
ieee s&p,2020,conf/sp/sp2020,,Spectector: Principled Detection of Speculative Information Flows.,Marco Guarnieri; Boris Köpf; José F. Morales; Jan Reineke; Andrés Sánchez,1-19,19,https://doi.org/10.1109/SP40000.2020.00011,
ieee s&p,2020,conf/sp/sp2020,,: Practical Cache Attacks from the Network.,Michael Kurth; Ben Gras; Dennis Andriesse; Cristiano Giuffrida; Herbert Bos; Kaveh Razavi,20-38,19,https://doi.org/10.1109/SP40000.2020.00082,
ieee s&p,2020,conf/sp/sp2020,,SpecCFI: Mitigating Spectre Attacks using CFI Informed Speculation.,Esmaeil Mohammadian Koruyeh; Shirin Haji Amin Shirazi; Khaled N. Khasawneh; Chengyu Song; Nael B. Abu-Ghazaleh,39-53,15,https://doi.org/10.1109/SP40000.2020.00033,
ieee s&p,2020,conf/sp/sp2020,,LVI: Hijacking Transient Execution through Microarchitectural Load Value Injection.,Jo Van Bulck; Daniel Moghimi; Michael Schwarz; Moritz Lipp; Marina Minkin; Daniel Genkin; Yuval Yarom; Berk Sunar; Daniel Gruss; Frank Piessens,54-72,19,https://doi.org/10.1109/SP40000.2020.00089,
ieee s&p,2020,conf/sp/sp2020,,HydRand: Efficient Continuous Distributed Randomness.,Philipp Schindler; Aljosha Judmayer; Nicholas Stifter; Edgar R. Weippl,73-89,17,https://doi.org/10.1109/SP40000.2020.00003,
ieee s&p,2020,conf/sp/sp2020,,OHIE: Blockchain Scaling Made Simple.,Haifeng Yu; Ivica Nikolic; Ruomu Hou; Prateek Saxena,90-105,16,https://doi.org/10.1109/SP40000.2020.00008,
ieee s&p,2020,conf/sp/sp2020,,Sync HotStuff: Simple and Practical Synchronous State Machine Replication.,Ittai Abraham; Dahlia Malkhi; Kartik Nayak; Ling Ren; Maofan Yin,106-118,13,https://doi.org/10.1109/SP40000.2020.00044,
ieee s&p,2020,conf/sp/sp2020,,Replicated state machines without replicated execution.,Jonathan Lee; Kirill Nikitin; Srinath T. V. Setty,119-134,16,https://doi.org/10.1109/SP40000.2020.00068,
ieee s&p,2020,conf/sp/sp2020,,"ICLab: A Global, Longitudinal Internet Censorship Measurement Platform.",Arian Akhavan Niaki; Shinyoung Cho; Zachary Weinberg; Nguyen Phong Hoang; Abbas Razaghpanah; Nicolas Christin; Phillipa Gill,135-151,17,https://doi.org/10.1109/SP40000.2020.00014,
ieee s&p,2020,conf/sp/sp2020,,High Precision Open-World Website Fingerprinting.,Tao Wang,152-167,16,https://doi.org/10.1109/SP40000.2020.00015,
ieee s&p,2020,conf/sp/sp2020,,Breaking and (Partially) Fixing Provably Secure Onion Routing.,Christiane Kuhn; Martin Beck; Thorsten Strufe,168-185,18,https://doi.org/10.1109/SP40000.2020.00039,
ieee s&p,2020,conf/sp/sp2020,,Are anonymity-seekers just like everybody else? An analysis of contributions to Wikipedia from Tor.,Chau Tran; Kaylea Champion; Andrea Forte; Benjamin Mako Hill; Rachel Greenstadt,186-202,17,https://doi.org/10.1109/SP40000.2020.00053,
ieee s&p,2020,conf/sp/sp2020,,Detection of Electromagnetic Interference Attacks on Sensor Systems.,Youqian Zhang; Kasper Rasmussen,203-216,14,https://doi.org/10.1109/SP40000.2020.00001,
ieee s&p,2020,conf/sp/sp2020,,WaveSpy: Remote and Through-wall Screen Attack via mmWave Sensing.,Zhengxiong Li; Fenglong Ma; Aditya Singh Rathore; Zhuolin Yang; Baicheng Chen; Lu Su; Wenyao Xu,217-232,16,https://doi.org/10.1109/SP40000.2020.00004,
ieee s&p,2020,conf/sp/sp2020,,SoK: A Minimalist Approach to Formalizing Analog Sensor Security.,Chen Yan; Hocheol Shin; Connor Bolton; Wenyuan Xu; Yongdae Kim; Kevin Fu,233-248,16,https://doi.org/10.1109/SP40000.2020.00026,
