venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
ieee s&p,2024,conf/sp/sp2024,,"IEEE Symposium on Security and Privacy, SP 2024, San Francisco, CA, USA, May 19-23, 2024.",,,0,https://doi.org/10.1109/SP54263.2024,
ieee s&p,2024,conf/sp/sp2024,,On SMS Phishing Tactics and Infrastructure.,Aleksandr Nahapetyan; Sathvik Prasad; Kevin Childs; Adam Oest; Yeganeh Ladwig; Alexandros Kapravelos; Bradley Reaves,1-16,16,https://doi.org/10.1109/SP54263.2024.00169,
ieee s&p,2024,conf/sp/sp2024,,Conning the Crypto Conman: End-to-End Analysis of Cryptocurrency-based Technical Support Scams.,Bhupendra Acharya; Muhammad Saad; Antonio Emanuele Cinà; Lea Schönherr; Hoang Dai Nguyen; Adam Oest; Phani Vadrevu; Thorsten Holz,17-35,19,https://doi.org/10.1109/SP54263.2024.00156,
ieee s&p,2024,conf/sp/sp2024,,From Chatbots to Phishbots?: Phishing Scam Generation in Commercial Large Language Models.,Sayak Saha Roy; Poojitha Thota; Krishna Vamsi Naragam; Shirin Nilizadeh,36-54,19,https://doi.org/10.1109/SP54263.2024.00182,
ieee s&p,2024,conf/sp/sp2024,,A Representative Study on Human Detection of Artificially Generated Media Across Countries.,Joel Frank; Franziska Herbert; Jonas Ricker; Lea Schönherr; Thorsten Eisenhofer; Asja Fischer; Markus Dürmuth; Thorsten Holz,55-73,19,https://doi.org/10.1109/SP54263.2024.00159,
ieee s&p,2024,conf/sp/sp2024,,AVA: Inconspicuous Attribute Variation-based Adversarial Attack bypassing DeepFake Detection.,Xiangtao Meng; Li Wang; Shanqing Guo; Lei Ju; Qingchuan Zhao,74-90,17,https://doi.org/10.1109/SP54263.2024.00155,
ieee s&p,2024,conf/sp/sp2024,,An Analysis of Recent Advances in Deepfake Image Detection in an Evolving Threat Landscape.,Sifat Muhammad Abdullah; Aravind Cheruvu; Shravya Kanchi; Taejoong Chung; Peng Gao; Murtuza Jadliwala; Bimal Viswanath,91-109,19,https://doi.org/10.1109/SP54263.2024.00194,
ieee s&p,2024,conf/sp/sp2024,,DP-Auditorium: A Large-Scale Library for Auditing Differential Privacy.,William Kong; Andrés Muñoz Medina; Mónica Ribero; Umar Syed,110-126,17,https://doi.org/10.1109/SP54263.2024.00195,
ieee s&p,2024,conf/sp/sp2024,,Time-Aware Projections: Truly Node-Private Graph Statistics under Continual Observation.,Palak Jain; Adam D. Smith; Connor Wagaman,127-145,19,https://doi.org/10.1109/SP54263.2024.00196,
ieee s&p,2024,conf/sp/sp2024,,Synq: Public Policy Analytics Over Encrypted Data.,Zachary Espiritu; Marilyn George; Seny Kamara; Lucy Qin,146-165,20,https://doi.org/10.1109/SP54263.2024.00085,
ieee s&p,2024,conf/sp/sp2024,,The Great Request Robbery: An Empirical Study of Client-side Request Hijacking Vulnerabilities on the Web.,Soheil Khodayari; Thomas Barber; Giancarlo Pellegrino,166-184,19,https://doi.org/10.1109/SP54263.2024.00098,
ieee s&p,2024,conf/sp/sp2024,,Break the Wall from Bottom: Automated Discovery of Protocol-Level Evasion Vulnerabilities in Web Application Firewalls.,Qi Wang; Jianjun Chen; Zheyu Jiang; Run Guo; Ximeng Liu; Chao Zhang; Haixin Duan,185-202,18,https://doi.org/10.1109/SP54263.2024.00129,
ieee s&p,2024,conf/sp/sp2024,,"Parse Me, Baby, One More Time: Bypassing HTML Sanitizer via Parsing Differentials.",David Klein; Martin Johns,203-221,19,https://doi.org/10.1109/SP54263.2024.00177,
ieee s&p,2024,conf/sp/sp2024,,Holistic Concolic Execution for Dynamic Web Applications via Symbolic Interpreter Analysis.,Penghui Li; Wei Meng; Mingxue Zhang; Chenlin Wang; Changhua Luo,222-238,17,https://doi.org/10.1109/SP54263.2024.00197,
ieee s&p,2024,conf/sp/sp2024,,Where URLs Become Weapons: Automated Discovery of SSRF Vulnerabilities in Web Applications.,Enze Wang; Jianjun Chen; Wei Xie; Chuhan Wang; Yifei Gao; Zhenhua Wang; Haixin Duan; Yang Liu; Baosheng Wang,239-257,19,https://doi.org/10.1109/SP54263.2024.00198,
ieee s&p,2024,conf/sp/sp2024,,SINBAD: Saliency-informed detection of breakage caused by ad blocking.,Saiid El Hajj Chehade; Sandra Siby; Carmela Troncoso,258-276,19,https://doi.org/10.1109/SP54263.2024.00199,
