venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
ieee s&p,2022,conf/sp/sp2022,,"43rd IEEE Symposium on Security and Privacy, SP 2022, San Francisco, CA, USA, May 22-26, 2022.",,,0,https://doi.org/10.1109/SP46214.2022,
ieee s&p,2022,conf/sp/sp2022,,PATA: Fuzzing with Path Aware Taint Analysis.,Jie Liang; Mingzhe Wang; Chijin Zhou; Zhiyong Wu; Yu Jiang; Jianzhong Liu; Zhe Liu; Jiaguang Sun,1-17,17,https://doi.org/10.1109/SP46214.2022.9833594,
ieee s&p,2022,conf/sp/sp2022,,JIGSAW: Efficient and Scalable Path Constraints Fuzzing.,Ju Chen; Jinghan Wang; Chengyu Song; Heng Yin,18-35,18,https://doi.org/10.1109/SP46214.2022.9833796,
ieee s&p,2022,conf/sp/sp2022,,BEACON: Directed Grey-Box Fuzzing with Provable Path Pruning.,Heqing Huang; Yiyuan Guo; Qingkai Shi; Peisen Yao; Rongxin Wu; Charles Zhang,36-50,15,https://doi.org/10.1109/SP46214.2022.9833751,
ieee s&p,2022,conf/sp/sp2022,,Automated Attack Synthesis by Extracting Finite State Machines from Protocol Specification Documents.,Maria Leonor Pacheco; Max von Hippel; Ben Weintraub; Dan Goldwasser; Cristina Nita-Rotaru,51-68,18,https://doi.org/10.1109/SP46214.2022.9833673,
ieee s&p,2022,conf/sp/sp2022,,"ProVerif with Lemmas, Induction, Fast Subsumption, and Much More.",Bruno Blanchet; Vincent Cheval; Véronique Cortier,69-86,18,https://doi.org/10.1109/SP46214.2022.9833653,
ieee s&p,2022,conf/sp/sp2022,,Four Attacks and a Proof for Telegram.,Martin R. Albrecht; Lenka Mareková; Kenneth G. Paterson; Igors Stepanovs,87-106,20,https://doi.org/10.1109/SP46214.2022.9833666,
ieee s&p,2022,conf/sp/sp2022,,Noise*: A Library of Verified High-Performance Secure Channel Protocol Implementations.,Son Ho; Jonathan Protzenko; Abhishek Bichhawat; Karthikeyan Bhargavan,107-124,18,https://doi.org/10.1109/SP46214.2022.9833621,
ieee s&p,2022,conf/sp/sp2022,,A Logic and an Interactive Prover for the Computational Post-Quantum Security of Protocols.,Cas Cremers; Caroline Fontaine; Charlie Jacomme,125-141,17,https://doi.org/10.1109/SP46214.2022.9833800,
ieee s&p,2022,conf/sp/sp2022,,IronMask: Versatile Verification of Masking Security.,Sonia Belaïd; Darius Mercadier; Matthieu Rivain; Abdul Rahman Taleb,142-160,19,https://doi.org/10.1109/SP46214.2022.9833600,
ieee s&p,2022,conf/sp/sp2022,,SAILFISH: Vetting Smart Contract State-Inconsistency Bugs in Seconds.,Priyanka Bose; Dipanjan Das; Yanju Chen; Yu Feng; Christopher Kruegel; Giovanni Vigna,161-178,18,https://doi.org/10.1109/SP46214.2022.9833721,
ieee s&p,2022,conf/sp/sp2022,,ZeeStar: Private Smart Contracts by Homomorphic Encryption and Zero-knowledge Proofs.,Samuel Steffen; Benjamin Bichsel; Roger Baumgartner; Martin T. Vechev,179-197,19,https://doi.org/10.1109/SP46214.2022.9833732,
ieee s&p,2022,conf/sp/sp2022,,Quantifying Blockchain Extractable Value: How dark is the forest?,Kaihua Qin; Liyi Zhou; Arthur Gervais,198-214,17,https://doi.org/10.1109/SP46214.2022.9833734,
ieee s&p,2022,conf/sp/sp2022,,A Formal Security Analysis of the W3C Web Payment APIs: Attacks and Verification.,Quoc Huy Do; Pedram Hosseyni; Ralf Küsters; Guido Schmitz; Nils Wenzler; Tim Würtele,215-234,20,https://doi.org/10.1109/SP46214.2022.9833681,
ieee s&p,2022,conf/sp/sp2022,,Cats vs. Spectre: An Axiomatic Approach to Modeling Speculative Execution Attacks.,Hernán Ponce de León; Johannes Kinder,235-248,14,https://doi.org/10.1109/SP46214.2022.9833774,
ieee s&p,2022,conf/sp/sp2022,,TASHAROK: Using Mechanism Design for Enhancing Security Resource Allocation in Interdependent Systems.,Mustafa Abdallah; Daniel Woods; Parinaz Naghizadeh; Issa Khalil; Timothy N. Cason; Shreyas Sundaram; Saurabh Bagchi,249-266,18,https://doi.org/10.1109/SP46214.2022.9833591,
ieee s&p,2022,conf/sp/sp2022,,SoK: Authentication in Augmented and Virtual Reality.,Sophie Stephenson; Bijeeta Pal; Stephen Fan; Earlence Fernandes; Yuhang Zhao; Rahul Chatterjee,267-284,18,https://doi.org/10.1109/SP46214.2022.9833742,
ieee s&p,2022,conf/sp/sp2022,,Delay Wreaks Havoc on Your Smart Home: Delay-based Automation Interference Attacks.,Haotian Chi; Chenglong Fu; Qiang Zeng; Xiaojiang Du,285-302,18,https://doi.org/10.1109/SP46214.2022.9833620,
ieee s&p,2022,conf/sp/sp2022,,Peekaboo: A Hub-Based Approach to Enable Transparency in Data Processing within Smart Homes.,Haojian Jin; Gram Liu; David Hwang; Swarun Kumar; Yuvraj Agarwal; Jason I. Hong,303-320,18,https://doi.org/10.1109/SP46214.2022.9833629,
ieee s&p,2022,conf/sp/sp2022,,vSGX: Virtualizing SGX Enclaves on AMD SEV.,Shixuan Zhao; Mengyuan Li; Yinqian Zhang; Zhiqiang Lin,321-336,16,https://doi.org/10.1109/SP46214.2022.9833694,
ieee s&p,2022,conf/sp/sp2022,,A Systematic Look at Ciphertext Side Channels on AMD SEV-SNP.,Mengyuan Li; Luca Wilke; Jan Wichelmann; Thomas Eisenbarth; Radu Teodorescu; Yinqian Zhang,337-351,15,https://doi.org/10.1109/SP46214.2022.9833768,
ieee s&p,2022,conf/sp/sp2022,,RT-TEE: Real-time System Availability for Cyber-physical Systems using ARM TrustZone.,Jinwen Wang; Ao Li; Haoran Li; Chenyang Lu; Ning Zhang,352-369,18,https://doi.org/10.1109/SP46214.2022.9833604,
ieee s&p,2022,conf/sp/sp2022,,A Secret-Free Hypervisor: Rethinking Isolation in the Age of Speculative Vulnerabilities.,Hongyan Xia; David Zhang; Wei Liu; István Haller; Bruce Sherwin; David Chisnall,370-385,16,https://doi.org/10.1109/SP46214.2022.9833726,
ieee s&p,2022,conf/sp/sp2022,,Smile: Secure Memory Introspection for Live Enclave.,Lei Zhou; Xuhua Ding; Fengwei Zhang,386-401,16,https://doi.org/10.1109/SP46214.2022.9833714,
ieee s&p,2022,conf/sp/sp2022,,Statistical Quantification of Differential Privacy: A Local Approach.,Önder Askin; Tim Kutta; Holger Dette,402-421,20,https://doi.org/10.1109/SP46214.2022.9833689,
ieee s&p,2022,conf/sp/sp2022,,Locally Differentially Private Sparse Vector Aggregation.,Mingxun Zhou; Tianhao Wang; T.-H. Hubert Chan; Giulia Fanti; Elaine Shi,422-439,18,https://doi.org/10.1109/SP46214.2022.9833635,
ieee s&p,2022,conf/sp/sp2022,,Differentially Private Histograms in the Shuffle Model from Fake Users.,Albert Cheu; Maxim Zhilyaev,440-457,18,https://doi.org/10.1109/SP46214.2022.9833614,issue_last_page
ieee s&p,2022,conf/sp/sp2022,,Differential Privacy and Swapping: Examining De-Identification's Impact on Minority Representation and Privacy Preservation in the U.S. Census.,Miranda Christ; Sarah Radway; Steven M. Bellovin,457-472,16,https://doi.org/10.1109/SP46214.2022.9833668,issue_first_page
ieee s&p,2022,conf/sp/sp2022,,Are We There Yet? Timing and Floating-Point Attacks on Differential Privacy Systems.,Jiankai Jin; Eleanor McMurtry; Benjamin I. P. Rubinstein; Olga Ohrimenko,473-488,16,https://doi.org/10.1109/SP46214.2022.9833672,
ieee s&p,2022,conf/sp/sp2022,,SHADEWATCHER: Recommendation-guided Cyber Threat Analysis using System Audit Records.,Jun Zeng; Xiang Wang; Jiahao Liu; Yinfang Chen; Zhenkai Liang; Tat-Seng Chua; Zheng Leong Chua,489-506,18,https://doi.org/10.1109/SP46214.2022.9833669,
ieee s&p,2022,conf/sp/sp2022,,SIRAJ: A Unified Framework for Aggregation of Malicious Entity Detectors.,Saravanan Thirumuruganathan; Mohamed Nabeel; Euijin Choo; Issa Khalil; Ting Yu,507-521,15,https://doi.org/10.1109/SP46214.2022.9833725,
ieee s&p,2022,conf/sp/sp2022,,DEEPCASE: Semi-Supervised Contextual Analysis of Security Events.,Thijs van Ede; Hojjat Aghakhani; Noah Spahn; Riccardo Bortolameotti; Marco Cova; Andrea Continella; Maarten van Steen; Andreas Peter; Christopher Kruegel; Giovanni Vigna,522-539,18,https://doi.org/10.1109/SP46214.2022.9833671,
ieee s&p,2022,conf/sp/sp2022,,DEPCOMM: Graph Summarization on System Audit Logs for Attack Investigation.,Zhiqiang Xu; Pengcheng Fang; Changlin Liu; Xusheng Xiao; Yu Wen; Dan Meng,540-557,18,https://doi.org/10.1109/SP46214.2022.9833632,
ieee s&p,2022,conf/sp/sp2022,,Measuring and Mitigating the Risk of IP Reuse on Public Clouds.,Eric Pauley; Ryan Sheatsley; Blaine Hoak; Quinn Burke; Yohan Beugin; Patrick D. McDaniel,558-575,18,https://doi.org/10.1109/SP46214.2022.9833784,
ieee s&p,2022,conf/sp/sp2022,,SecFloat: Accurate Floating-Point meets Secure 2-Party Computation.,Deevashwer Rathee; Anwesh Bhattacharya; Rahul Sharma; Divya Gupta; Nishanth Chandran; Aseem Rastogi,576-595,20,https://doi.org/10.1109/SP46214.2022.9833697,
ieee s&p,2022,conf/sp/sp2022,,Multi-Server Verifiable Computation of Low-Degree Polynomials.,Liang Feng Zhang; Huaxiong Wang,596-613,18,https://doi.org/10.1109/SP46214.2022.9833792,
ieee s&p,2022,conf/sp/sp2022,,Why Crypto-detectors Fail: A Systematic Evaluation of Cryptographic Misuse Detection Techniques.,Amit Seal Ami; Nathan Cooper; Kaushal Kafle; Kevin Moran; Denys Poshyvanyk; Adwait Nadkarni,614-631,18,https://doi.org/10.1109/SP46214.2022.9833582,
ieee s&p,2022,conf/sp/sp2022,,"""They're not that hard to mitigate"": What Cryptographic Library Developers Think About Timing Attacks.",Jan Jancar; Marcel Fourné; Daniel De Almeida Braga; Mohamed Sabt; Peter Schwabe; Gilles Barthe; Pierre-Alain Fouque; Yasemin Acar,632-649,18,https://doi.org/10.1109/SP46214.2022.9833713,
ieee s&p,2022,conf/sp/sp2022,,"Annotating, Tracking, and Protecting Cryptographic Secrets with CryptoMPK.",Xuancheng Jin; Xuangan Xiao; Songlin Jia; Wang Gao; Dawu Gu; Hang Zhang; Siqi Ma; Zhiyun Qian; Juanru Li,650-665,16,https://doi.org/10.1109/SP46214.2022.9833650,
ieee s&p,2022,conf/sp/sp2022,,SoK: Practical Foundations for Software Spectre Defenses.,Sunjay Cauligi; Craig Disselkoen; Daniel Moghimi; Gilles Barthe; Deian Stefan,666-680,15,https://doi.org/10.1109/SP46214.2022.9833707,
ieee s&p,2022,conf/sp/sp2022,,SpecHammer: Combining Spectre and Rowhammer for New Speculative Attacks.,Youssef Tobah; Andrew Kwong; Ingab Kang; Daniel Genkin; Kang G. Shin,681-698,18,https://doi.org/10.1109/SP46214.2022.9833802,
ieee s&p,2022,conf/sp/sp2022,,Spook.js: Attacking Chrome Strict Site Isolation via Speculative Execution.,Ayush Agarwal; Sioli O'Connell; Jason Kim; Shaked Yehezkel; Daniel Genkin; Eyal Ronen; Yuval Yarom,699-715,17,https://doi.org/10.1109/SP46214.2022.9833711,
ieee s&p,2022,conf/sp/sp2022,,BLACKSMITH: Scalable Rowhammering in the Frequency Domain.,Patrick Jattke; Victor van der Veen; Pietro Frigo; Stijn Gunter; Kaveh Razavi,716-734,19,https://doi.org/10.1109/SP46214.2022.9833772,
ieee s&p,2022,conf/sp/sp2022,,ProTRR: Principled yet Optimal In-DRAM Target Row Refresh.,Michele Marazzi; Patrick Jattke; Flavien Solt; Kaveh Razavi,735-753,19,https://doi.org/10.1109/SP46214.2022.9833664,
ieee s&p,2022,conf/sp/sp2022,,Asleep at the Keyboard? Assessing the Security of GitHub Copilot's Code Contributions.,Hammond Pearce; Baleegh Ahmad; Benjamin Tan; Brendan Dolan-Gavitt; Ramesh Karri,754-768,15,https://doi.org/10.1109/SP46214.2022.9833571,
ieee s&p,2022,conf/sp/sp2022,,Spinning Language Models: Risks of Propaganda-As-A-Service and Countermeasures.,Eugene Bagdasaryan; Vitaly Shmatikov,769-786,18,https://doi.org/10.1109/SP46214.2022.9833572,
ieee s&p,2022,conf/sp/sp2022,,SoK: How Robust is Image Classification Deep Neural Network Watermarking?,Nils Lukas; Edward Jiang; Xinda Li; Florian Kerschbaum,787-804,18,https://doi.org/10.1109/SP46214.2022.9833693,
ieee s&p,2022,conf/sp/sp2022,,Transcending TRANSCEND: Revisiting Malware Classification in the Presence of Concept Drift.,Federico Barbero; Feargus Pendlebury; Fabio Pierazzi; Lorenzo Cavallaro,805-823,19,https://doi.org/10.1109/SP46214.2022.9833659,
ieee s&p,2022,conf/sp/sp2022,,"Copy, Right? A Testing Framework for Copyright Protection of Deep Learning Models.",Jialuo Chen; Jingyi Wang; Tinglan Peng; Youcheng Sun; Peng Cheng; Shouling Ji; Xingjun Ma; Bo Li; Dawn Song,824-841,18,https://doi.org/10.1109/SP46214.2022.9833747,
ieee s&p,2022,conf/sp/sp2022,,Phishing in Organizations: Findings from a Large-Scale and Long-Term Study.,Daniele Lain; Kari Kostiainen; Srdjan Capkun,842-859,18,https://doi.org/10.1109/SP46214.2022.9833766,
ieee s&p,2022,conf/sp/sp2022,,27 Years and 81 Million Opportunities Later: Investigating the Use of Email Encryption for an Entire University.,Christian Stransky; Oliver Wiese; Volker Roth; Yasemin Acar; Sascha Fahl,860-875,16,https://doi.org/10.1109/SP46214.2022.9833755,
ieee s&p,2022,conf/sp/sp2022,,Investigating Influencer VPN Ads on YouTube.,Omer Akgul; Richard Roberts; Moses Namara; Dave Levin; Michelle L. Mazurek,876-892,17,https://doi.org/10.1109/SP46214.2022.9833633,
ieee s&p,2022,conf/sp/sp2022,,How Does Usable Security (Not) End Up in Software Products? Results From a Qualitative Interview Study.,Marco Gutfleisch; Jan H. Klemmer; Niklas Busch; Yasemin Acar; M. Angela Sasse; Sascha Fahl,893-910,18,https://doi.org/10.1109/SP46214.2022.9833756,
ieee s&p,2022,conf/sp/sp2022,,Private Approximate Nearest Neighbor Search with Sublinear Communication.,Sacha Servan-Schreiber; Simon Langowski; Srinivas Devadas,911-929,19,https://doi.org/10.1109/SP46214.2022.9833702,
ieee s&p,2022,conf/sp/sp2022,,"SPIRAL: Fast, High-Rate Single-Server PIR via FHE Composition.",Samir Jordan Menon; David J. Wu,930-947,18,https://doi.org/10.1109/SP46214.2022.9833700,
ieee s&p,2022,conf/sp/sp2022,,SNARKBlock: Federated Anonymous Blocklisting from Hidden Common Input Aggregate Proofs.,Michael Rosenberg; Mary Maller; Ian Miers,948-965,18,https://doi.org/10.1109/SP46214.2022.9833656,
ieee s&p,2022,conf/sp/sp2022,,How to Attack and Generate Honeywords.,Ding Wang; Yunkai Zou; Qiying Dong; Yuanming Song; Xinyi Huang,966-983,18,https://doi.org/10.1109/SP46214.2022.9833598,
