uuid,title,abstract,response
iclr_2021_0,"9th International Conference on Learning Representations, ICLR 2021, Virtual Event, Austria, May 3-7, 2021.",,No
iclr_2021_1,What Matters for On-Policy Deep Actor-Critic Methods? A Large-Scale Study.,,No
iclr_2021_2,Theoretical Analysis of Self-Training with Deep Networks on Unlabeled Data.,,No
iclr_2021_3,Learning to Reach Goals via Iterated Supervised Learning.,,No
iclr_2021_4,Deep symbolic regression: Recovering mathematical expressions from data via risk-seeking policy gradients.,,No
iclr_2021_5,Optimal Rates for Averaged Stochastic Gradient Descent under Neural Tangent Kernel Regime.,,No
iclr_2021_6,Free Lunch for Few-shot Learning: Distribution Calibration.,,No
iclr_2021_7,Scalable Learning and MAP Inference for Nonsymmetric Determinantal Point Processes.,,No
iclr_2021_8,Randomized Automatic Differentiation.,,No
iclr_2021_9,Learning Generalizable Visual Representations via Interactive Gameplay.,,No
iclr_2021_10,Global Convergence of Three-layer Neural Networks in the Mean Field Regime.,,No
iclr_2021_11,Rao-Blackwellizing the Straight-Through Gumbel-Softmax Gradient Estimator.,,No
iclr_2021_12,Rethinking Attention with Performers.,,No
iclr_2021_13,Getting a CLUE: A Method for Explaining Uncertainty Estimates.,,No
iclr_2021_14,When Do Curricula Work?,,No
iclr_2021_15,Federated Learning Based on Dynamic Regularization.,,No
iclr_2021_16,Geometry-aware Instance-reweighted Adversarial Training.,,No
iclr_2021_17,Co-Mixup: Saliency Guided Joint Mixup with Supermodular Diversity.,,No
iclr_2021_18,SenSeI: Sensitive Set Invariance for Enforcing Individual Fairness.,,No
iclr_2021_19,End-to-end Adversarial Text-to-Speech.,,No
iclr_2021_20,Dataset Condensation with Gradient Matching.,,No
iclr_2021_21,Rethinking Architecture Selection in Differentiable NAS.,,No
iclr_2021_22,A Distributional Approach to Controlled Text Generation.,,No
iclr_2021_23,Learning Cross-Domain Correspondence for Control with Dynamics Cycle-Consistency.,,No
iclr_2021_24,Human-Level Performance in No-Press Diplomacy via Equilibrium Search.,,No
iclr_2021_25,Parrot: Data-Driven Behavioral Priors for Reinforcement Learning.,,No
iclr_2021_26,Learning Invariant Representations for Reinforcement Learning without Reconstruction.,,No
iclr_2021_27,Do 2D GANs Know 3D Shape? Unsupervised 3D Shape Reconstruction from 2D Image GANs.,,No
iclr_2021_28,VCNet and Functional Targeted Regularization For Learning Causal Effects of Continuous Treatments.,,No
iclr_2021_29,Rethinking the Role of Gradient-based Attribution Methods for Model Interpretability.,,No
iclr_2021_30,Neural Synthesis of Binaural Speech From Mono Audio.,,No
iclr_2021_31,DiffWave: A Versatile Diffusion Model for Audio Synthesis.,,No
iclr_2021_32,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale.,,No
iclr_2021_33,On the mapping between Hopfield networks and Restricted Boltzmann Machines.,,No
iclr_2021_34,SMiRL: Surprise Minimizing Reinforcement Learning in Unstable Environments.,,No
iclr_2021_35,Evolving Reinforcement Learning Algorithms.,,No
iclr_2021_36,Growing Efficient Deep Networks by Structured Continuous Sparsification.,,No
iclr_2021_37,Deformable DETR: Deformable Transformers for End-to-End Object Detection.,,No
iclr_2021_38,EigenGame: PCA as a Nash Equilibrium.,,No
iclr_2021_39,Augmenting Physical Models with Deep Networks for Complex Dynamics Forecasting.,,No
iclr_2021_40,Complex Query Answering with Neural Link Predictors.,,No
iclr_2021_41,Towards Nonlinear Disentanglement in Natural Data with Temporal Sparse Coding.,,No
iclr_2021_42,Self-training For Few-shot Transfer Across Extreme Task Differences.,,No
iclr_2021_43,Score-Based Generative Modeling through Stochastic Differential Equations.,,No
iclr_2021_44,Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation.,,No
iclr_2021_45,Image GANs meet Differentiable Rendering for Inverse Graphics and Interpretable 3D Neural Rendering.,,No
iclr_2021_46,How Neural Networks Extrapolate: From Feedforward to Graph Neural Networks.,,No
iclr_2021_47,Contrastive Explanations for Reinforcement Learning via Embedded Self Predictions.,,No
iclr_2021_48,Improved Autoregressive Modeling with Distribution Smoothing.,,No
iclr_2021_49,MONGOOSE: A Learnable LSH Framework for Efficient Neural Network Training.,,No
iclr_2021_50,Gradient Projection Memory for Continual Learning.,,No
iclr_2021_51,Why Are Convolutional Nets More Sample-Efficient than Fully-Connected Nets?,,No
iclr_2021_52,Iterated learning for emergent systematicity in VQA.,,No
