venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
ccs,2024,conf/ccs/ccs2024,,"Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security, CCS 2024, Salt Lake City, UT, USA, October 14-18, 2024.",Bo Luo; Xiaojing Liao; Jun Xu; Engin Kirda; David Lie,,0,https://doi.org/10.1145/3658644,
ccs,2024,conf/ccs/ccs2024,,Cryptography and Computer Security: A View From the Year 2100.,Dan Boneh,1,1,https://doi.org/10.1145/3658644.3690378,
ccs,2024,conf/ccs/ccs2024,,Staving off the IoT Armageddon.,Gene Tsudik,2-3,2,https://doi.org/10.1145/3658644.3690379,
ccs,2024,conf/ccs/ccs2024,,Verifiable Security Policies for Distributed Systems.,Felix A. Wolf; Peter Müller,4-18,15,https://doi.org/10.1145/3658644.3690303,
ccs,2024,conf/ccs/ccs2024,,"Libra: Architectural Support For Principled, Secure And Efficient Balanced Execution On High-End Processors.",Hans Winderix; Marton Bognar; Lesly-Ann Daniel; Frank Piessens,19-33,15,https://doi.org/10.1145/3658644.3690319,
ccs,2024,conf/ccs/ccs2024,,Compositional Verification of Composite Byzantine Protocols.,Qiyuan Zhao; George Pîrlea; Karolina Grzeszkiewicz; Seth Gilbert; Ilya Sergey,34-48,15,https://doi.org/10.1145/3658644.3690355,
ccs,2024,conf/ccs/ccs2024,,Byzantine-Secure Relying Party for Resilient RPKI.,Jens Frieß; Donika Mirdita; Haya Schulmann; Michael Waidner,49-63,15,https://doi.org/10.1145/3658644.3690368,
ccs,2024,conf/ccs/ccs2024,,SysBumps: Exploiting Speculative Execution in System Calls for Breaking KASLR in macOS for Apple Silicon.,Hyerean Jang; Taehun Kim; Youngjoo Shin,64-78,15,https://doi.org/10.1145/3658644.3690189,
ccs,2024,conf/ccs/ccs2024,,TDXdown: Single-Stepping and Instruction Counting Attacks against Intel TDX.,Luca Wilke; Florian Sieck; Thomas Eisenbarth,79-93,15,https://doi.org/10.1145/3658644.3690230,
ccs,2024,conf/ccs/ccs2024,,Cross-Core Interrupt Detection: Exploiting User and Virtualized IPIs.,Fabian Rauscher; Daniel Gruss,94-108,15,https://doi.org/10.1145/3658644.3690242,
ccs,2024,conf/ccs/ccs2024,,Spec-o-Scope: Cache Probing at Cache Speed.,Gal Horowitz; Eyal Ronen; Yuval Yarom,109-123,15,https://doi.org/10.1145/3658644.3690313,
