venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
ccs,2021,conf/ccs/ccs2021,,"CCS '21: 2021 ACM SIGSAC Conference on Computer and Communications Security, Virtual Event, Republic of Korea, November 15 - 19, 2021.",Yongdae Kim; Jong Kim; Giovanni Vigna; Elaine Shi,,0,https://doi.org/10.1145/3460120,
ccs,2021,conf/ccs/ccs2021,,Pseudo-Randomness and the Crystal Ball.,Cynthia Dwork,1-2,2,https://doi.org/10.1145/3460120.3482790,
ccs,2021,conf/ccs/ccs2021,,Towards Building a Responsible Data Economy.,Dawn Song,3,1,https://doi.org/10.1145/3460120.3482789,
ccs,2021,conf/ccs/ccs2021,,Are we done yet? Our Journey to Fight against Memory-safety Bugs.,Taesoo Kim,4,1,https://doi.org/10.1145/3460120.3482788,
ccs,2021,conf/ccs/ccs2021,,Chunk-Level Password Guessing: Towards Modeling Refined Password Composition Representations.,Ming Xu; Chuanwang Wang; Jitao Yu; Junjie Zhang; Kai Zhang; Weili Han,5-20,16,https://doi.org/10.1145/3460120.3484743,
ccs,2021,conf/ccs/ccs2021,,"Out of Sight, Out of Mind: Detecting Orphaned Web Pages at Internet-Scale.",Stijn Pletinckx; Kevin Borgolte; Tobias Fiebig,21-35,15,https://doi.org/10.1145/3460120.3485367,
ccs,2021,conf/ccs/ccs2021,,Catching Transparent Phish: Analyzing and Detecting MITM Phishing Toolkits.,Brian Kondracki; Babak Amin Azad; Oleksii Starov; Nick Nikiforakis,36-50,15,https://doi.org/10.1145/3460120.3484765,
ccs,2021,conf/ccs/ccs2021,,Reverse Attack: Black-box Attacks on Collaborative Recommendation.,Yihe Zhang; Xu Yuan; Jin Li; Jiadong Lou; Li Chen; Nian-Feng Tzeng,51-68,18,https://doi.org/10.1145/3460120.3484805,
ccs,2021,conf/ccs/ccs2021,,It's Not What It Looks Like: Manipulating Perceptual Hashing based Applications.,Qingying Hao; Licheng Luo; Steve T. K. Jan; Gang Wang,69-85,17,https://doi.org/10.1145/3460120.3484559,
ccs,2021,conf/ccs/ccs2021,,Black-box Adversarial Attacks on Commercial Speech Platforms with Minimal Information.,Baolin Zheng; Peipei Jiang; Qian Wang; Qi Li; Chao Shen; Cong Wang; Yunjie Ge; Qingyang Teng; Shenyi Zhang,86-107,22,https://doi.org/10.1145/3460120.3485383,
ccs,2021,conf/ccs/ccs2021,,A Hard Label Black-box Adversarial Attack Against Graph Neural Networks.,Jiaming Mu; Binghui Wang; Qi Li; Kun Sun; Mingwei Xu; Zhuotao Liu,108-125,18,https://doi.org/10.1145/3460120.3484796,
ccs,2021,conf/ccs/ccs2021,,Robust Adversarial Attacks Against DNN-Based Wireless Communication Systems.,Alireza Bahramali; Milad Nasr; Amir Houmansadr; Dennis Goeckel; Don Towsley,126-140,15,https://doi.org/10.1145/3460120.3484777,
ccs,2021,conf/ccs/ccs2021,,AI-Lancet: Locating Error-inducing Neurons to Optimize Neural Networks.,Yue Zhao; Hong Zhu; Kai Chen; Shengzhi Zhang,141-158,18,https://doi.org/10.1145/3460120.3484818,
ccs,2021,conf/ccs/ccs2021,,Doubly Efficient Interactive Proofs for General Arithmetic Circuits with Linear Prover Time.,Jiaheng Zhang; Tianyi Liu; Weijie Wang; Yinuo Zhang; Dawn Song; Xiang Xie; Yupeng Zhang,159-177,19,https://doi.org/10.1145/3460120.3484767,
ccs,2021,conf/ccs/ccs2021,,Constant-Overhead Zero-Knowledge for RAM Programs.,Nicholas Franzese; Jonathan Katz; Steve Lu; Rafail Ostrovsky; Xiao Wang; Chenkai Weng,178-191,14,https://doi.org/10.1145/3460120.3484800,
ccs,2021,conf/ccs/ccs2021,,Appenzeller to Brie: Efficient Zero-Knowledge Proofs for Mixed-Mode Arithmetic and Z2k.,Carsten Baum; Lennart Braun; Alexander Munch-Hansen; Benoît Razet; Peter Scholl,192-211,20,https://doi.org/10.1145/3460120.3484812,
ccs,2021,conf/ccs/ccs2021,,Shorter and Faster Post-Quantum Designated-Verifier zkSNARKs from Lattices.,Yuval Ishai; Hang Su; David J. Wu,212-234,23,https://doi.org/10.1145/3460120.3484572,
ccs,2021,conf/ccs/ccs2021,,"""Hello, It's Me"": Deep Learning-based Speech Synthesis Attacks in the Real World.",Emily Wenger; Max Bronckers; Christian Cianfarani; Jenna Cryan; Angela Sha; Haitao Zheng; Ben Y. Zhao,235-251,17,https://doi.org/10.1145/3460120.3484742,
ccs,2021,conf/ccs/ccs2021,,Don't Forget the Stuffing! Revisiting the Security Impact of Typo-Tolerant Password Authentication.,Sena Sahin; Frank Li,252-270,19,https://doi.org/10.1145/3460120.3484791,
