venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
ccs,2023,conf/ccs/ccs2023,,"Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security, CCS 2023, Copenhagen, Denmark, November 26-30, 2023.",Weizhi Meng; Christian Damsgaard Jensen; Cas Cremers; Engin Kirda,,0,https://doi.org/10.1145/3576915,
ccs,2023,conf/ccs/ccs2023,,"ASMesh: Anonymous and Secure Messaging in Mesh Networks Using Stronger, Anonymous Double Ratchet.",Alexander Bienstock; Paul Rösler; Yi Tang,1-15,15,https://doi.org/10.1145/3576915.3616615,
ccs,2023,conf/ccs/ccs2023,,"Lattice-Based Blind Signatures: Short, Efficient, and Round-Optimal.",Ward Beullens; Vadim Lyubashevsky; Ngoc Khanh Nguyen; Gregor Seiler,16-29,14,https://doi.org/10.1145/3576915.3616613,
ccs,2023,conf/ccs/ccs2023,,Aggregate Signatures with Versatile Randomization and Issuer-Hiding Multi-Authority Anonymous Credentials.,Omid Mir; Balthazar Bauer; Scott Griffy; Anna Lysyanskaya; Daniel Slamanig,30-44,15,https://doi.org/10.1145/3576915.3623203,
ccs,2023,conf/ccs/ccs2023,,"Concurrent Security of Anonymous Credentials Light, Revisited.",Julia Kastner; Julian Loss; Omar Renawi,45-59,15,https://doi.org/10.1145/3576915.3623184,
ccs,2023,conf/ccs/ccs2023,,"Decoding the Secrets of Machine Learning in Malware Classification: A Deep Dive into Datasets, Feature Extraction, and Model Performance.",Savino Dambra; Yufei Han; Simone Aonzo; Platon Kotzias; Antonino Vitale; Juan Caballero; Davide Balzarotti; Leyla Bilge,60-74,15,https://doi.org/10.1145/3576915.3616589,
ccs,2023,conf/ccs/ccs2023,,Privacy Leakage via Speech-induced Vibrations on Room Objects through Remote Sensing based on Phased-MIMO.,Cong Shi; Tianfang Zhang; Zhaoyi Xu; Shuping Li; Donglin Gao; Changming Li; Athina P. Petropulu; Chung-Tse Michael Wu; Yingying Chen,75-89,15,https://doi.org/10.1145/3576915.3616634,
ccs,2023,conf/ccs/ccs2023,,Efficient Query-Based Attack against ML-Based Android Malware Detection under Zero Knowledge Setting.,Ping He; Yifan Xia; Xuhong Zhang; Shouling Ji,90-104,15,https://doi.org/10.1145/3576915.3623117,
ccs,2023,conf/ccs/ccs2023,,Your Battery Is a Blast! Safeguarding Against Counterfeit Batteries with Authentication.,Francesco Marchiori; Mauro Conti,105-119,15,https://doi.org/10.1145/3576915.3623179,
ccs,2023,conf/ccs/ccs2023,,TxPhishScope: Towards Detecting and Understanding Transaction-based Phishing on Ethereum.,Bowen He; Yuan Chen; Zhuo Chen; Xiaohui Hu; Yufeng Hu; Lei Wu; Rui Chang; Haoyu Wang; Yajin Zhou,120-134,15,https://doi.org/10.1145/3576915.3623210,
ccs,2023,conf/ccs/ccs2023,,Uncle Maker: (Time)Stamping Out The Competition in Ethereum.,Aviv Yaish; Gilad Stern; Aviv Zohar,135-149,15,https://doi.org/10.1145/3576915.3616674,
ccs,2023,conf/ccs/ccs2023,,How Hard is Takeover in DPoS Blockchains? Understanding the Security of Coin-based Voting Governance.,Chao Li; Balaji Palanisamy; Runhua Xu; Li Duan; Jiqiang Liu; Wei Wang,150-164,15,https://doi.org/10.1145/3576915.3623171,
ccs,2023,conf/ccs/ccs2023,,Demystifying DeFi MEV Activities in Flashbots Bundle.,Zihao Li; Jianfeng Li; Zheyuan He; Xiapu Luo; Ting Wang; Xiaoze Ni; Wenwu Yang; Xi Chen; Ting Chen,165-179,15,https://doi.org/10.1145/3576915.3616590,
ccs,2023,conf/ccs/ccs2023,,Marketing to Children Through Online Targeted Advertising: Targeting Mechanisms and Legal Aspects.,Tinhinane Medjkoune; Oana Goga; Juliette Senechal,180-194,15,https://doi.org/10.1145/3576915.3623172,
ccs,2023,conf/ccs/ccs2023,,"Pakistani Teens and Privacy - How Gender Disparities, Religion and Family Values Impact the Privacy Design Space.",Maryam Mustafa; Abdul Moeed Asad; Shehrbano Hassan; Urooj Haider; Zainab Durrani; Katharina Krombholz,195-209,15,https://doi.org/10.1145/3576915.3623087,
ccs,2023,conf/ccs/ccs2023,,Comprehension from Chaos: Towards Informed Consent for Private Computation.,Bailey Kacsmar; Vasisht Duddu; Kyle Tilbury; Blase Ur; Florian Kerschbaum,210-224,15,https://doi.org/10.1145/3576915.3623152,
ccs,2023,conf/ccs/ccs2023,,Privacy in the Age of Neurotechnology: Investigating Public Attitudes towards Brain Data Collection and Use.,Emiram Kablo; Patricia Arias Cabarcos,225-238,14,https://doi.org/10.1145/3576915.3623164,
ccs,2023,conf/ccs/ccs2023,,Password-Stealing without Hacking: Wi-Fi Enabled Practical Keystroke Eavesdropping.,Jingyang Hu; Hongbo Wang; Tianyue Zheng; Jingzhi Hu; Zhe Chen; Hongbo Jiang; Jun Luo,239-252,14,https://doi.org/10.1145/3576915.3623088,
ccs,2023,conf/ccs/ccs2023,,Recovering Fingerprints from In-Display Fingerprint Sensors via Electromagnetic Side Channel.,Tao Ni; Xiaokuan Zhang; Qingchuan Zhao,253-267,15,https://doi.org/10.1145/3576915.3623153,
ccs,2023,conf/ccs/ccs2023,,Optical Cryptanalysis: Recovering Cryptographic Keys from Power LED Light Fluctuations.,Ben Nassi; Ofek Vayner; Etay Iluz; Dudi Nassi; Jan Jancar; Daniel Genkin; Eran Tromer; Boris Zadov; Yuval Elovici,268-280,13,https://doi.org/10.1145/3576915.3616620,
ccs,2023,conf/ccs/ccs2023,,The Danger of Minimum Exposures: Understanding Cross-App Information Leaks on iOS through Multi-Side-Channel Learning.,Zihao Wang; Jiale Guan; XiaoFeng Wang; Wenhao Wang; Luyi Xing; Fares Fahad S. Alharbi,281-295,15,https://doi.org/10.1145/3576915.3616655,
ccs,2023,conf/ccs/ccs2023,,Silence is not Golden: Disrupting the Load Balancing of Authoritative DNS Servers.,Fenglu Zhang; Baojun Liu; Eihal Alowaisheq; Jianjun Chen; Chaoyi Lu; Linjian Song; Yong Ma; Ying Liu; Haixin Duan; Min Yang,296-310,15,https://doi.org/10.1145/3576915.3616647,
ccs,2023,conf/ccs/ccs2023,,TsuKing: Coordinating DNS Resolvers and Queries into Potent DoS Amplifiers.,Wei Xu; Xiang Li; Chaoyi Lu; Baojun Liu; Haixin Duan; Jia Zhang; Jianjun Chen; Tao Wan,311-325,15,https://doi.org/10.1145/3576915.3616668,
ccs,2023,conf/ccs/ccs2023,,Under the Dark: A Systematical Study of Stealthy Mining Pools (Ab)use in the Wild.,Zhenrui Zhang; Geng Hong; Xiang Li; Zhuoqun Fu; Jia Zhang; Mingxuan Liu; Chuhan Wang; Jianjun Chen; Baojun Liu; Haixin Duan; Chao Zhang; Min Yang,326-340,15,https://doi.org/10.1145/3576915.3616677,
ccs,2023,conf/ccs/ccs2023,,Travelling the Hypervisor and SSD: A Tag-Based Approach Against Crypto Ransomware with Fine-Grained Data Recovery.,Boyang Ma; Yilin Yang; Jinku Li; Fengwei Zhang; Wenbo Shen; Yajin Zhou; Jianfeng Ma,341-355,15,https://doi.org/10.1145/3576915.3616665,
ccs,2023,conf/ccs/ccs2023,,"Threshold Signatures from Inner Product Argument: Succinct, Weighted, and Multi-threshold.",Sourav Das; Philippe Camacho; Zhuolun Xiang; Javier Nieto; Benedikt Bünz; Ling Ren,356-370,15,https://doi.org/10.1145/3576915.3623096,
ccs,2023,conf/ccs/ccs2023,,Post Quantum Fuzzy Stealth Signatures and Applications.,Sihang Pu; Sri Aravinda Krishnan Thyagarajan; Nico Döttling; Lucjan Hanzlik,371-385,15,https://doi.org/10.1145/3576915.3623148,
ccs,2023,conf/ccs/ccs2023,,Chipmunk: Better Synchronized Multi-Signatures from Lattices.,Nils Fleischhacker; Gottfried Herold; Mark Simkin; Zhenfei Zhang,386-400,15,https://doi.org/10.1145/3576915.3623219,
ccs,2023,conf/ccs/ccs2023,,AIM: Symmetric Primitive for Shorter Signatures with Stronger Security.,Seongkwang Kim; Jincheol Ha; Mincheol Son; ByeongHak Lee; Dukjae Moon; Joohee Lee; Sangyub Lee; Jihoon Kwon; Jihoon Cho; Hyojin Yoon; Jooyoung Lee,401-415,15,https://doi.org/10.1145/3576915.3616579,
ccs,2023,conf/ccs/ccs2023,,FINER: Enhancing State-of-the-art Classifiers with Feature Attribution to Facilitate Security Analysis.,Yiling He; Jian Lou; Zhan Qin; Kui Ren,416-430,15,https://doi.org/10.1145/3576915.3616599,
ccs,2023,conf/ccs/ccs2023,,Good-looking but Lacking Faithfulness: Understanding Local Explanation Methods through Trend-based Testing.,Jinwen He; Kai Chen; Guozhu Meng; Jiangshan Zhang; Congyi Li,431-445,15,https://doi.org/10.1145/3576915.3616605,
ccs,2023,conf/ccs/ccs2023,,FaceReader: Unobtrusively Mining Vital Signs and Vital Sign Embedded Sensitive Info via AR/VR Motion Sensors.,Tianfang Zhang; Zhengkun Ye; Ahmed Tanvir Mahdad; Md Mojibur Rahman Redoy Akanda; Cong Shi; Yan Wang; Nitesh Saxena; Yingying Chen,446-459,14,https://doi.org/10.1145/3576915.3623102,
ccs,2023,conf/ccs/ccs2023,,AntiFake: Using Adversarial Audio to Prevent Unauthorized Speech Synthesis.,Zhiyuan Yu; Shixuan Zhai; Ning Zhang,460-474,15,https://doi.org/10.1145/3576915.3623209,
ccs,2023,conf/ccs/ccs2023,,"Themis: Fast, Strong Order-Fairness in Byzantine Consensus.",Mahimna Kelkar; Soubhik Deb; Sishan Long; Ari Juels; Sreeram Kannan,475-489,15,https://doi.org/10.1145/3576915.3616658,
ccs,2023,conf/ccs/ccs2023,,Towards Practical Sleepy BFT.,Dahlia Malkhi; Atsuki Momose; Ling Ren,490-503,14,https://doi.org/10.1145/3576915.3623073,
ccs,2023,conf/ccs/ccs2023,,ParBFT: Faster Asynchronous BFT Consensus with a Parallel Optimistic Path.,Xiaohai Dai; Bolin Zhang; Hai Jin; Ling Ren,504-518,15,https://doi.org/10.1145/3576915.3623101,
ccs,2023,conf/ccs/ccs2023,,Abraxas: Throughput-Efficient Hybrid Asynchronous Consensus.,Erica Blum; Jonathan Katz; Julian Loss; Kartik Nayak; Simon Ochsenreither,519-533,15,https://doi.org/10.1145/3576915.3623191,
ccs,2023,conf/ccs/ccs2023,,Ou: Automating the Parallelization of Zero-Knowledge Protocols.,Yuyang Sang; Ning Luo; Samuel Judson; Ben Chaimberg; Timos Antonopoulos; Xiao Wang; Ruzica Piskac; Zhong Shao,534-548,15,https://doi.org/10.1145/3576915.3616621,
ccs,2023,conf/ccs/ccs2023,,Black Ostrich: Web Application Scanning with String Solvers.,Benjamin Eriksson; Amanda Stjerna; Riccardo De Masellis; Philipp Rümmer; Andrei Sabelfeld,549-563,15,https://doi.org/10.1145/3576915.3616582,
ccs,2023,conf/ccs/ccs2023,,Comparse: Provably Secure Formats for Cryptographic Protocols.,Théophile Wallez; Jonathan Protzenko; Karthikeyan Bhargavan,564-578,15,https://doi.org/10.1145/3576915.3623201,
ccs,2023,conf/ccs/ccs2023,,Exploration of Power Side-Channel Vulnerabilities in Quantum Computer Controllers.,Chuanqi Xu; Ferhat Erata; Jakub Szefer,579-593,15,https://doi.org/10.1145/3576915.3623118,
ccs,2023,conf/ccs/ccs2023,,Securing NISQ Quantum Computer Reset Operations Against Higher Energy State Attacks.,Chuanqi Xu; Jessie Chen; Allen Mi; Jakub Szefer,594-607,14,https://doi.org/10.1145/3576915.3623104,
ccs,2023,conf/ccs/ccs2023,,Watch This Space: Securing Satellite Communication through Resilient Transmitter Fingerprinting.,Joshua Smailes; Sebastian Köhler; Simon Birnbach; Martin Strohmeier; Ivan Martinovic,608-621,14,https://doi.org/10.1145/3576915.3623135,
ccs,2023,conf/ccs/ccs2023,,Protecting HRP UWB Ranging System Against Distance Reduction Attacks.,Kyungho Joo; Dong Hoon Lee; Yeonseon Jeong; Wonsuk Choi,622-635,14,https://doi.org/10.1145/3576915.3623145,
ccs,2023,conf/ccs/ccs2023,,BLUFFS: Bluetooth Forward and Future Secrecy Attacks and Defenses.,Daniele Antonioli,636-650,15,https://doi.org/10.1145/3576915.3623066,
ccs,2023,conf/ccs/ccs2023,,When Free Tier Becomes Free to Enter: A Non-Intrusive Way to Identify Security Cameras with no Cloud Subscription.,Yan He; Qiuye He; Song Fang; Yao Liu,651-665,15,https://doi.org/10.1145/3576915.3623083,
ccs,2023,conf/ccs/ccs2023,,Formal Analysis of Access Control Mechanism of 5G Core Network.,Mujtahid Akon; Tianchang Yang; Yilu Dong; Syed Rafiul Hussain,666-680,15,https://doi.org/10.1145/3576915.3623113,
ccs,2023,conf/ccs/ccs2023,,IoTFlow: Inferring IoT Device Behavior at Scale through Static Mobile Companion App Analysis.,David Schmidt; Carlotta Tagliaro; Kevin Borgolte; Martina Lindorfer,681-695,15,https://doi.org/10.1145/3576915.3623211,
ccs,2023,conf/ccs/ccs2023,,Homomorphic Multiple Precision Multiplication for CKKS and Reduced Modulus Consumption.,Jung Hee Cheon; Wonhee Cho; Jaehyung Kim; Damien Stehlé,696-710,15,https://doi.org/10.1145/3576915.3623086,
ccs,2023,conf/ccs/ccs2023,,PELTA - Shielding Multiparty-FHE against Malicious Adversaries.,Sylvain Chatel; Christian Mouchet; Ali Utkan Sahin; Apostolos Pyrgelis; Carmela Troncoso; Jean-Pierre Hubaux,711-725,15,https://doi.org/10.1145/3576915.3623139,
ccs,2023,conf/ccs/ccs2023,,Asymptotically Faster Multi-Key Homomorphic Encryption from Homomorphic Gadget Decomposition.,Taechan Kim; Hyesun Kwak; Dongwon Lee; Jinyeong Seo; Yongsoo Song,726-740,15,https://doi.org/10.1145/3576915.3623176,
