venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
ccs,2020,conf/ccs/ccs2020,,"CCS '20: 2020 ACM SIGSAC Conference on Computer and Communications Security, Virtual Event, USA, November 9-13, 2020.",Jay Ligatti; Xinming Ou; Jonathan Katz; Giovanni Vigna,,0,https://doi.org/10.1145/3372297,
ccs,2020,conf/ccs/ccs2020,,"Machine Learning and Security: The Good, The Bad, and The Ugly.",Wenke Lee,1-2,2,https://doi.org/10.1145/3372297.3424552,
ccs,2020,conf/ccs/ccs2020,,Bypassing Tor Exit Blocking with Exit Bridge Onion Services.,Zhao Zhang; Wenchao Zhou; Micah Sherr,3-16,14,https://doi.org/10.1145/3372297.3417245,
ccs,2020,conf/ccs/ccs2020,,CLAPS: Client-Location-Aware Path Selection in Tor.,Florentin Rochet; Ryan Wails; Aaron Johnson; Prateek Mittal; Olivier Pereira,17-34,18,https://doi.org/10.1145/3372297.3417279,
ccs,2020,conf/ccs/ccs2020,,Poking a Hole in the Wall: Efficient Censorship-Resistant Internet Communications by Parasitizing on WebRTC.,Diogo Barradas; Nuno Santos; Luís E. T. Rodrigues; Vítor Nunes,35-48,14,https://doi.org/10.1145/3372297.3417874,
ccs,2020,conf/ccs/ccs2020,,"Censored Planet: An Internet-wide, Longitudinal Censorship Observatory.",Ram Sundara Raman; Prerana Shenoy; Katharina Kohls; Roya Ensafi,49-66,18,https://doi.org/10.1145/3372297.3417883,
ccs,2020,conf/ccs/ccs2020,,Gotta Catch'Em All: Using Honeypots to Catch Adversarial Attacks on Neural Networks.,Shawn Shan; Emily Wenger; Bolun Wang; Bo Li; Haitao Zheng; Ben Y. Zhao,67-83,17,https://doi.org/10.1145/3372297.3417231,issue_last_page
ccs,2020,conf/ccs/ccs2020,,A Tale of Evil Twins: Adversarial Inputs versus Poisoned Models.,Ren Pang; Hua Shen; Xinyang Zhang; Shouling Ji; Yevgeniy Vorobeychik; Xiapu Luo; Alex X. Liu; Ting Wang,85-99,15,https://doi.org/10.1145/3372297.3417253,issue_first_page;issue_last_page
ccs,2020,conf/ccs/ccs2020,,DeepDyve: Dynamic Verification for Deep Neural Networks.,Yu Li; Min Li; Bo Luo; Ye Tian; Qiang Xu,101-112,12,https://doi.org/10.1145/3372297.3423338,issue_first_page
ccs,2020,conf/ccs/ccs2020,,Composite Backdoor Attack for Deep Neural Network by Mixing Existing Benign Features.,Junyu Lin; Lei Xu; Yingqi Liu; Xiangyu Zhang,113-131,19,https://doi.org/10.1145/3372297.3423362,issue_last_page
ccs,2020,conf/ccs/ccs2020,,Devil is Virtual: Reversing Virtual Inheritance in C++ Binaries.,Rukayat Ayomide Erinfolami; Aravind Prakash,133-148,16,https://doi.org/10.1145/3372297.3417251,issue_first_page
ccs,2020,conf/ccs/ccs2020,,PatchScope: Memory Object Centric Patch Diffing.,Lei Zhao; Yuncong Zhu; Jiang Ming; Yichen Zhang; Haotian Zhang; Heng Yin,149-165,17,https://doi.org/10.1145/3372297.3423342,issue_last_page
ccs,2020,conf/ccs/ccs2020,,FirmXRay: Detecting Bluetooth Link Layer Vulnerabilities From Bare-Metal Firmware.,Haohuang Wen; Zhiqiang Lin; Yinqian Zhang,167-180,14,https://doi.org/10.1145/3372297.3423344,issue_first_page
ccs,2020,conf/ccs/ccs2020,,Privaros: A Framework for Privacy-Compliant Delivery Drones.,Rakesh Rajan Beck; Abhishek Vijeev; Vinod Ganapathy,181-194,14,https://doi.org/10.1145/3372297.3417858,
ccs,2020,conf/ccs/ccs2020,,"A Performant, Misuse-Resistant API for Primality Testing.",Jake Massimo; Kenneth G. Paterson,195-210,16,https://doi.org/10.1145/3372297.3417264,
ccs,2020,conf/ccs/ccs2020,,ProMACs: Progressive and Resynchronizing MACs for Continuous Efficient Authentication of Message Streams.,Frederik Armknecht; Paul Walther; Gene Tsudik; Martin Beck; Thorsten Strufe,211-223,13,https://doi.org/10.1145/3372297.3423349,issue_last_page
ccs,2020,conf/ccs/ccs2020,,LadderLeak: Breaking ECDSA with Less than One Bit of Nonce Leakage.,Diego F. Aranha; Felipe Rodrigues Novaes; Akira Takahashi; Mehdi Tibouchi; Yuval Yarom,225-242,18,https://doi.org/10.1145/3372297.3417268,issue_first_page
ccs,2020,conf/ccs/ccs2020,,Security of Streaming Encryption in Google's Tink Library.,Viet Tung Hoang; Yaobin Shen,243-262,20,https://doi.org/10.1145/3372297.3417273,
ccs,2020,conf/ccs/ccs2020,,Cyber-Physical Inconsistency Vulnerability Identification for Safety Checks in Robotic Vehicles.,Hongjun Choi; Sayali Kate; Yousra Aafer; Xiangyu Zhang; Dongyan Xu,263-278,16,https://doi.org/10.1145/3372297.3417249,
ccs,2020,conf/ccs/ccs2020,,HoneyPLC: A Next-Generation Honeypot for Industrial Control Systems.,Efrén López-Morales; Carlos E. Rubio-Medrano; Adam Doupé; Yan Shoshitaishvili; Ruoyu Wang; Tiffany Bao; Gail-Joon Ahn,279-291,13,https://doi.org/10.1145/3372297.3423356,issue_last_page
ccs,2020,conf/ccs/ccs2020,,Phantom of the ADAS: Securing Advanced Driver-Assistance Systems from Split-Second Phantom Attacks.,Ben Nassi; Yisroel Mirsky; Dudi Nassi; Raz Ben-Netanel; Oleg Drokin; Yuval Elovici,293-308,16,https://doi.org/10.1145/3372297.3423359,issue_first_page
ccs,2020,conf/ccs/ccs2020,,T2Pair: Secure and Usable Pairing for Heterogeneous IoT Devices.,Xiaopeng Li; Qiang Zeng; Lannan Luo; Tongbo Luo,309-323,15,https://doi.org/10.1145/3372297.3417286,issue_last_page
ccs,2020,conf/ccs/ccs2020,,CrypTFlow2: Practical 2-Party Secure Inference.,Deevashwer Rathee; Mayank Rathee; Nishant Kumar; Nishanth Chandran; Divya Gupta; Aseem Rastogi; Rahul Sharma,325-342,18,https://doi.org/10.1145/3372297.3417274,issue_first_page
ccs,2020,conf/ccs/ccs2020,,GAN-Leaks: A Taxonomy of Membership Inference Attacks against Generative Models.,Dingfan Chen; Ning Yu; Yang Zhang; Mario Fritz,343-362,20,https://doi.org/10.1145/3372297.3417238,
ccs,2020,conf/ccs/ccs2020,,Analyzing Information Leakage of Updates to Natural Language Models.,Santiago Zanella Béguelin; Lukas Wutschitz; Shruti Tople; Victor Rühle; Andrew Paverd; Olga Ohrimenko; Boris Köpf; Marc Brockschmidt,363-375,13,https://doi.org/10.1145/3372297.3417880,issue_last_page
ccs,2020,conf/ccs/ccs2020,,Information Leakage in Embedding Models.,Congzheng Song; Ananth Raghunathan,377-390,14,https://doi.org/10.1145/3372297.3417270,issue_first_page
ccs,2020,conf/ccs/ccs2020,,PPE Circuits: Formal Definition to Software Automation.,Susan Hohenberger; Satyanarayana Vusirikala; Brent Waters,391-408,18,https://doi.org/10.1145/3372297.3417230,
ccs,2020,conf/ccs/ccs2020,,Threshold Password-Hardened Encryption Services.,Julian Brost; Christoph Egger; Russell W. F. Lai; Fritz Schmid; Dominique Schröder; Markus Zoppelt,409-424,16,https://doi.org/10.1145/3372297.3417266,
ccs,2020,conf/ccs/ccs2020,,Minimal Symmetric PAKE and 1-out-of-N OT from Programmable-Once Public Functions.,Ian McQuoid; Mike Rosulek; Lawrence Roy,425-442,18,https://doi.org/10.1145/3372297.3417870,
ccs,2020,conf/ccs/ccs2020,,Full Database Reconstruction in Two Dimensions.,Francesca Falzon; Evangelia Anna Markatou; Akshima; David Cash; Adam Rivkin; Jesse Stern; Roberto Tamassia,443-460,18,https://doi.org/10.1145/3372297.3417275,
ccs,2020,conf/ccs/ccs2020,,Slimium: Debloating the Chromium Browser with Feature Subsetting.,Chenxiong Qian; Hyungjoon Koo; ChangSeok Oh; Taesoo Kim; Wenke Lee,461-476,16,https://doi.org/10.1145/3372297.3417866,
