uuid,title,response
ieee_2022_0,"43rd IEEE Symposium on Security and Privacy, SP 2022, San Francisco, CA, USA, May 22-26, 2022.",No
ieee_2022_1,PATA: Fuzzing with Path Aware Taint Analysis.,No
ieee_2022_2,JIGSAW: Efficient and Scalable Path Constraints Fuzzing.,No
ieee_2022_3,BEACON: Directed Grey-Box Fuzzing with Provable Path Pruning.,No
ieee_2022_4,Automated Attack Synthesis by Extracting Finite State Machines from Protocol Specification Documents.,Yes
ieee_2022_5,"ProVerif with Lemmas, Induction, Fast Subsumption, and Much More.",No
ieee_2022_6,Four Attacks and a Proof for Telegram.,No
ieee_2022_7,Noise*: A Library of Verified High-Performance Secure Channel Protocol Implementations.,No
ieee_2022_8,A Logic and an Interactive Prover for the Computational Post-Quantum Security of Protocols.,No
ieee_2022_9,IronMask: Versatile Verification of Masking Security.,No
ieee_2022_10,SAILFISH: Vetting Smart Contract State-Inconsistency Bugs in Seconds.,No
ieee_2022_11,ZeeStar: Private Smart Contracts by Homomorphic Encryption and Zero-knowledge Proofs.,No
ieee_2022_12,Quantifying Blockchain Extractable Value: How dark is the forest?,No
ieee_2022_13,A Formal Security Analysis of the W3C Web Payment APIs: Attacks and Verification.,No
ieee_2022_14,Cats vs. Spectre: An Axiomatic Approach to Modeling Speculative Execution Attacks.,No
ieee_2022_15,TASHAROK: Using Mechanism Design for Enhancing Security Resource Allocation in Interdependent Systems.,No
ieee_2022_16,SoK: Authentication in Augmented and Virtual Reality.,No
ieee_2022_17,Delay Wreaks Havoc on Your Smart Home: Delay-based Automation Interference Attacks.,No
ieee_2022_18,Peekaboo: A Hub-Based Approach to Enable Transparency in Data Processing within Smart Homes.,No
ieee_2022_19,vSGX: Virtualizing SGX Enclaves on AMD SEV.,No
ieee_2022_20,A Systematic Look at Ciphertext Side Channels on AMD SEV-SNP.,No
ieee_2022_21,RT-TEE: Real-time System Availability for Cyber-physical Systems using ARM TrustZone.,No
ieee_2022_22,A Secret-Free Hypervisor: Rethinking Isolation in the Age of Speculative Vulnerabilities.,No
ieee_2022_23,Smile: Secure Memory Introspection for Live Enclave.,No.
ieee_2022_24,Statistical Quantification of Differential Privacy: A Local Approach.,No
ieee_2022_25,Locally Differentially Private Sparse Vector Aggregation.,No
ieee_2022_26,Differentially Private Histograms in the Shuffle Model from Fake Users.,No
ieee_2022_27,Differential Privacy and Swapping: Examining De-Identification's Impact on Minority Representation and Privacy Preservation in the U.S. Census.,No
ieee_2022_28,Are We There Yet? Timing and Floating-Point Attacks on Differential Privacy Systems.,No
ieee_2022_29,SHADEWATCHER: Recommendation-guided Cyber Threat Analysis using System Audit Records.,No
ieee_2022_30,SIRAJ: A Unified Framework for Aggregation of Malicious Entity Detectors.,No.
ieee_2022_31,DEEPCASE: Semi-Supervised Contextual Analysis of Security Events.,No
ieee_2022_32,DEPCOMM: Graph Summarization on System Audit Logs for Attack Investigation.,No
ieee_2022_33,Measuring and Mitigating the Risk of IP Reuse on Public Clouds.,No
ieee_2022_34,SecFloat: Accurate Floating-Point meets Secure 2-Party Computation.,No
ieee_2022_35,Multi-Server Verifiable Computation of Low-Degree Polynomials.,No
ieee_2022_36,Why Crypto-detectors Fail: A Systematic Evaluation of Cryptographic Misuse Detection Techniques.,No
ieee_2022_37,"""They're not that hard to mitigate"": What Cryptographic Library Developers Think About Timing Attacks.",No
ieee_2022_38,"Annotating, Tracking, and Protecting Cryptographic Secrets with CryptoMPK.",No
ieee_2022_39,SoK: Practical Foundations for Software Spectre Defenses.,No
ieee_2022_40,SpecHammer: Combining Spectre and Rowhammer for New Speculative Attacks.,No
ieee_2022_41,Spook.js: Attacking Chrome Strict Site Isolation via Speculative Execution.,No
ieee_2022_42,BLACKSMITH: Scalable Rowhammering in the Frequency Domain.,No
ieee_2022_43,ProTRR: Principled yet Optimal In-DRAM Target Row Refresh.,No
ieee_2022_44,Asleep at the Keyboard? Assessing the Security of GitHub Copilot's Code Contributions.,Yes
ieee_2022_45,Spinning Language Models: Risks of Propaganda-As-A-Service and Countermeasures.,Yes
ieee_2022_46,SoK: How Robust is Image Classification Deep Neural Network Watermarking?,Yes
ieee_2022_47,Transcending TRANSCEND: Revisiting Malware Classification in the Presence of Concept Drift.,Yes
