uuid,title,response
ieee_2023_0,"44th IEEE Symposium on Security and Privacy, SP 2023, San Francisco, CA, USA, May 21-25, 2023.",No
ieee_2023_1,Space Odyssey: An Experimental Software Security Analysis of Satellites.,No
ieee_2023_2,"Selective Amnesia: On Efficient, High-Fidelity and Blind Suppression of Backdoor Effects in Trojaned Machine Learning Models.",Yes
ieee_2023_3,Scaphy: Detecting Modern ICS Attacks by Correlating Behaviors in SCADA and PHYsical.,Yes
ieee_2023_4,Shedding Light on Inconsistencies in Grid Cybersecurity: Disconnects and Recommendations.,No
ieee_2023_5,Red Team vs. Blue Team: A Real-World Hardware Trojan Detection Case Study Across Four Modern CMOS Technology Generations.,No
ieee_2023_6,SoK: Distributed Randomness Beacons.,No
ieee_2023_7,"WeRLman: To Tackle Whale (Transactions), Go Deep (RL).",No
ieee_2023_8,Three Birds with One Stone: Efficient Partitioning Attacks on Interdependent Cryptocurrency Networks.,No
ieee_2023_9,Bitcoin-Enhanced Proof-of-Stake Security: Possibilities and Impossibilities.,No
ieee_2023_10,MEGA: Malleable Encryption Goes Awry.,No
ieee_2023_11,Practically-exploitable Cryptographic Vulnerabilities in Matrix.,No
ieee_2023_12,DBREACH: Stealing from Databases Using Compression Side Channels.,No
ieee_2023_13,Weak Fiat-Shamir Attacks on Modern Proof Systems.,No
ieee_2023_14,"Attitudes towards Client-Side Scanning for CSAM, Terrorism, Drug Trafficking, Drug Use and Tax Evasion in Germany.",No
ieee_2023_15,Deep perceptual hashing algorithms with hidden dual purpose: when client-side scanning does facial recognition.,Yes
ieee_2023_16,Public Verification for Private Hash Matching.,No
ieee_2023_17,Is Cryptographic Deniability Sufficientƒ Non-Expert Perceptions of Deniability in Secure Messaging.,No
ieee_2023_18,On the Evolution of (Hateful) Memes by Means of Multimodal Contrastive Learning.,No
ieee_2023_19,Lambretta: Learning to Rank for Twitter Soft Moderation.,No
ieee_2023_20,SoK: Let the Privacy Games Begin! A Unified Treatment of Data Inference Privacy in Machine Learning.,Yes
ieee_2023_21,Analyzing Leakage of Personally Identifiable Information in Language Models.,Yes
ieee_2023_22,Accuracy-Privacy Trade-off in Deep Ensemble: A Membership Inference Perspective.,No
ieee_2023_23,D-DAE: Defense-Penetrating Model Extraction Attacks.,Yes
ieee_2023_24,SNAP: Efficient Extraction of Private Properties with Poisoning.,Yes
ieee_2023_25,On the (In)security of Peer-to-Peer Decentralized Machine Learning.,Yes
ieee_2023_26,Vectorized Batch Private Information Retrieval.,No
ieee_2023_27,RoFL: Robustness of Secure Federated Learning.,Yes
ieee_2023_28,Flamingo: Multi-Round Single-Server Secure Aggregation with Applications to Private Federated Learning.,No
ieee_2023_29,SoK: Cryptographic Neural-Network Computation.,No
ieee_2023_30,FLUTE: Fast and Secure Lookup Table Evaluations.,No
ieee_2023_31,Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning.,No
ieee_2023_32,Investigating the Password Policy Practices of Website Administrators.,No
ieee_2023_33,"""In Eighty Percent of the Cases, I Select the Password for Them"": Security and Privacy Challenges, Advice, and Opportunities at Cybercafes in Kenya.",No
ieee_2023_34,Perceptions of Distributed Ledger Technology Key Management - An Interview Study with Finance Professionals.,No
ieee_2023_35,Towards a Rigorous Statistical Analysis of Empirical Password Datasets.,No
ieee_2023_36,Confident Monte Carlo: Rigorous Analysis of Guessing Curves for Probabilistic Password Models.,No
ieee_2023_37,Not Yet Another Digital ID: Privacy-Preserving Humanitarian Aid Distribution.,No
ieee_2023_38,Disguising Attacks with Explanation-Aware Backdoors.,Yes
ieee_2023_39,AI-Guardian: Defeating Adversarial Attacks using Backdoors.,Yes
ieee_2023_40,Jigsaw Puzzle: Selective Backdoor Attack to Subvert Malware Classifiers.,Yes
ieee_2023_41,BayBFed: Bayesian Backdoor Defense for Federated Learning.,Yes
ieee_2023_42,Redeem Myself: Purifying Backdoors in Deep Learning Models using Self Attention Distillation.,Yes
ieee_2023_43,Threshold BBS+ Signatures for Distributed Anonymous Credential Issuance.,No
ieee_2023_44,zk-creds: Flexible Anonymous Credentials from zkSNARKs and Existing Identity Infrastructure.,No
ieee_2023_45,Private Access Control for Function Secret Sharing.,No
ieee_2023_46,MPCAuth: Multi-factor Authentication for Distributed-trust Systems.,No
ieee_2023_47,Silph: A Framework for Scalable and Accurate Generation of Hybrid MPC Protocols.,No
ieee_2023_48,SoK: Anti-Facial Recognition Technology.,No
ieee_2023_49,Spoofing Real-world Face Authentication Systems through Optical Synthesis.,Yes
ieee_2023_50,ImU: Physical Impersonating Attack for Face Recognition System with Natural Style Changes.,Yes
ieee_2023_51,DepthFake: Spoofing 3D Face Authentication with a 2D Photo.,Yes
ieee_2023_52,Understanding the (In)Security of Cross-side Face Verification Systems in Mobile Apps: A System Perspective.,Yes
ieee_2023_53,Breaking Security-Critical Voice Authentication.,Yes
