uuid,title,response
uss_2022_0,"31st USENIX Security Symposium, USENIX Security 2022, Boston, MA, USA, August 10-12, 2022.",No
uss_2022_1,Under the Hood of DANE Mismanagement in SMTP.,No
uss_2022_2,Seeing the Forest for the Trees: Understanding Security Hazards in the 3GPP Ecosystem through Intelligent Analysis on Change Requests.,No
uss_2022_3,Exploring the Unchartered Space of Container Registry Typosquatting.,No
uss_2022_4,Uninvited Guests: Analyzing the Identity and Behavior of Certificate Transparency Bots.,No
uss_2022_5,Playing for K(H)eaps: Understanding and Improving Linux Kernel Exploit Reliability.,No
uss_2022_6,In-Kernel Control-Flow Integrity on Commodity OSes using ARM Pointer Authentication.,No
uss_2022_7,Midas: Systematic Kernel TOCTTOU Protection.,No
uss_2022_8,LinKRID: Vetting Imbalance Reference Counting in Linux kernel with Symbolic Execution.,No
uss_2022_9,Mining Node.js Vulnerabilities via Object Dependence Graph and Query.,No
uss_2022_10,Mistrust Plugins You Must: A Large-Scale Study Of Malicious Plugins In WordPress Marketplaces.,No
uss_2022_11,Web Cache Deception Escalates!,No
uss_2022_12,FUGIO: Automatic Exploit Generation for PHP Object Injection Vulnerabilities.,No
uss_2022_13,TLS-Anvil: Adapting Combinatorial Testing for TLS Libraries.,No
uss_2022_14,Open to a fault: On the passive compromise of TLS keys via transient errors.,No
uss_2022_15,Trust Dies in Darkness: Shedding Light on Samsung's TrustZone Keymaster Design.,No
uss_2022_16,"Breaking Bridgefy, again: Adopting libsignal is not enough.",No
uss_2022_17,"""I feel invaded, annoyed, anxious and I may protect myself"": Individuals' Feelings about Online Tracking and their Protective Behaviour across Gender and Country.",No
uss_2022_18,"""Like Lesbians Walking the Perimeter"": Experiences of U.S. LGBTQ+ Folks With Online Security, Safety, and Privacy Advice.",No
uss_2022_19,"""They Look at Vulnerability and Use That to Abuse You"": Participatory Threat Modelling with Migrant Domestic Workers.",No
uss_2022_20,Networks of Care: Tech Abuse Advocates' Digital Security Practices.,No
uss_2022_21,How Long Do Vulnerabilities Live in the Code? A Large-Scale Empirical Measurement Study on FOSS Vulnerability Lifetimes.,No
uss_2022_22,Expected Exploitability: Predicting the Development of Functional Vulnerability Exploits.,No
uss_2022_23,OS-Aware Vulnerability Prioritization via Differential Severity Analysis.,No
uss_2022_24,Arbiter: Bridging the Static and Dynamic Divide in Vulnerability Discovery on Binary Programs.,No
uss_2022_25,Spoki: Unveiling a New Wave of Scanners through a Reactive Network Telescope.,No
