uuid,title,response
uss_2023_0,"32nd USENIX Security Symposium, USENIX Security 2023, Anaheim, CA, USA, August 9-11, 2023.",No
uss_2023_1,PhyAuth: Physical-Layer Message Authentication for ZigBee Networks.,No
uss_2023_2,Time for Change: How Clocks Break UWB Secure Ranging.,No
uss_2023_3,Formal Analysis and Patching of BLE-SC Pairing.,No
uss_2023_4,Framing Frames: Bypassing Wi-Fi Encryption by Manipulating Transmit Queues.,No
uss_2023_5,Abuse Vectors: A Framework for Conceptualizing IoT-Enabled Interpersonal Abuse.,No
uss_2023_6,The Digital-Safety Risks of Financial Technologies for Survivors of Intimate Partner Violence.,No
uss_2023_7,"""It's the Equivalent of Feeling Like You're in Jail"": Lessons from Firsthand and Secondhand Accounts of IoT-Enabled Intimate Partner Abuse.",No
uss_2023_8,Sneaky Spy Devices and Defective Detectors: The Ecosystem of Intimate Partner Surveillance with Covert Devices.,No
uss_2023_9,Towards a General Video-based Keystroke Inference Attack.,No
uss_2023_10,Going through the motions: AR/VR keylogging from user head motions.,No
uss_2023_11,Auditory Eyesight: Demystifying μs-Precision Keystroke Tracking Attacks on Unconstrained Keyboard Inputs.,No
uss_2023_12,Watch your Watch: Inferring Personality Traits from Wearable Activity Trackers.,No
uss_2023_13,Squint Hard Enough: Attacking Perceptual Hashing with Adversarial Machine Learning.,Yes
uss_2023_14,How to Cover up Anomalous Accesses to Electronic Health Records.,Yes
uss_2023_15,KENKU: Towards Efficient and Stealthy Black-box Adversarial Attacks against ASR Systems.,Yes
uss_2023_16,Tubes Among Us: Analog Attack on Automatic Speaker Identification.,Yes
uss_2023_17,Efficient Unbalanced Private Set Intersection Cardinality and User-friendly Privacy-preserving Contact Tracing.,No
uss_2023_18,"Near-Optimal Oblivious Key-Value Stores for Efficient PSI, PSU and Volume-Hiding Multi-Maps.",No
uss_2023_19,Distance-Aware Private Set Intersection.,No
uss_2023_20,Linear Private Set Union from Multi-Query Reverse Private Membership Test.,No
uss_2023_21,Auditing Frameworks Need Resource Isolation: A Systematic Study on the Super Producer Threat to System Auditing and Its Mitigation.,No
uss_2023_22,AIRTAG: Towards Automated Attack Investigation by Unsupervised Learning with Log Texts.,No
uss_2023_23,Rethinking System Audit Architectures for High Event Coverage and Synchronous Log Availability.,No
uss_2023_24,Improving Logging to Reduce Permission Over-Granting Mistakes.,No
uss_2023_25,Diving into Robocall Content with SnorCall.,No
uss_2023_26,UCBlocker: Unwanted Call Blocking Using Anonymous Authentication.,No
uss_2023_27,Combating Robocalls with Phone Virtual Assistant Mediated Interaction.,No
uss_2023_28,"BotScreen: Trust Everybody, but Cut the Aimbots Yourself.",No
uss_2023_29,"""If I could do this, I feel anyone could: "" The Design and Evaluation of a Secondary Authentication Factor Manager.",No
uss_2023_30,Exploring Privacy and Incentives Considerations in Adoption of COVID-19 Contact Tracing Apps.,No
uss_2023_31,Exploring Tenants' Preferences of Privacy Negotiation in Airbnb.,No
uss_2023_32,"Know Your Cybercriminal: Evaluating Attacker Preferences by Measuring Profile Sales on an Active, Leading Criminal Market for User Impersonation at Scale.",No
uss_2023_33,HorusEye: A Realtime IoT Malicious Traffic Detection Framework using Programmable Switches.,No
uss_2023_34,An Input-Agnostic Hierarchical Deep Learning Framework for Traffic Fingerprinting.,No
uss_2023_35,Subverting Website Fingerprinting Defenses with Robust Traffic Representation.,No
uss_2023_36,Rosetta: Enabling Robust TLS Encrypted Traffic Classification in Diverse Network Environments with TCP-Aware Traffic Augmentation.,No
uss_2023_37,Towards Targeted Obfuscation of Adversarial Unsafe Images using Reconstruction and Counterfactual Super Region Attribution Explainability.,Yes
uss_2023_38,TPatch: A Triggered Physical Adversarial Patch.,Yes
uss_2023_39,CAPatch: Physical Adversarial Patch against Image Captioning Systems.,Yes
uss_2023_40,Hard-label Black-box Universal Adversarial Patch Attack.,Yes
uss_2023_41,Anatomy of a High-Profile Data Breach: Dissecting the Aftermath of a Crypto-Wallet Case.,No
uss_2023_42,Glimpse: On-Demand PoW Light Client with Constant-Size Storage for DeFi.,No
uss_2023_43,Mixed Signals: Analyzing Ground-Truth Data on the Users and Economics of a Bitcoin Mixing Service.,No
uss_2023_44,Is Your Wallet Snitching On You? An Analysis on the Privacy Implications of Web3.,No
uss_2023_45,Capstone: A Capability-based Foundation for Trustless Secure Memory Access.,No
uss_2023_46,FloatZone: Accelerating Memory Error Detection using the Floating Point Unit.,No
uss_2023_47,PUMM: Preventing Use-After-Free Using Execution Unit Partitioning.,No
uss_2023_48,MTSan: A Feasible and Practical Memory Sanitizer for Fuzzing COTS Binaries.,No
uss_2023_49,"Hidden Reality: Caution, Your Hand Gesture Inputs in the Immersive Virtual World are Visible to All!",No
uss_2023_50,LocIn: Inferring Semantic Location from Spatial Maps in Mixed Reality.,No
uss_2023_51,"Unique Identification of 50, 000+ Virtual Reality Users from Head & Hand Motion Data.",No
uss_2023_52,Exploring User Reactions and Mental Models Towards Perceptual Manipulation Attacks in Mixed Reality.,Yes
uss_2023_53,Erebus: Access Control for Augmented Reality Systems.,No
uss_2023_54,No Single Silver Bullet: Measuring the Accuracy of Password Strength Meters.,No
uss_2023_55,Password Guessing Using Random Forest.,No
uss_2023_56,Pass2Edit: A Multi-Step Generative Model for Guessing Edited Passwords.,No
uss_2023_57,Improving Real-world Password Guessing Attacks via Bi-directional Transformers.,No
uss_2023_58,Araña: Discovering and Characterizing Password Guessing Attacks in Practice.,No
uss_2023_59,PoliGraph: Automated Privacy Policy Analysis using Knowledge Graphs.,No
uss_2023_60,Calpric: Inclusive and Fine-grain Labeling of Privacy Policies with Crowdsourcing and Active Learning.,No
uss_2023_61,POLICYCOMP: Counterpart Comparison of Privacy Policies Uncovers Overbroad Personal Data Collection Practices.,No
uss_2023_62,Lalaine: Measuring and Characterizing Non-Compliance of Apple Privacy Labels.,No
uss_2023_63,Automated Cookie Notice Analysis and Enforcement.,No
uss_2023_64,Continuous Learning for Android Malware Detection.,No
uss_2023_65,Humans vs. Machines in Malware Classification.,Yes
uss_2023_66,Adversarial Training for Raw-Binary Malware Classifiers.,Yes
uss_2023_67,Black-box Adversarial Example Attack towards FCG Based Android Malware Detection under Incomplete Feature Information.,Yes
uss_2023_68,Evading Provenance-Based ML Detectors with Adversarial System Actions.,Yes
uss_2023_69,TreeSync: Authenticated Group Management for Messaging Layer Security.,No
uss_2023_70,Formal Analysis of Session-Handling in Secure Messaging: Lifting Security from Sessions to Conversations.,No
uss_2023_71,Cryptographic Administration for Secure Group Messaging.,No
uss_2023_72,Wink: Deniable Secure Messaging.,No
uss_2023_73,Three Lessons From Threema: Analysis of a Secure Messenger.,No
uss_2023_74,MorFuzz: Fuzzing Processor via Runtime Instruction Morphing enhanced Synchronizable Co-simulation.,No
