venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
ndss,2023,conf/ndss/ndss2023,,"30th Annual Network and Distributed System Security Symposium, NDSS 2023, San Diego, California, USA, February 27 - March 3, 2023.",,,0,https://www.ndss-symposium.org/ndss2023/,
ndss,2023,conf/ndss/ndss2023,,Assessing the Impact of Interface Vulnerabilities in Compartmentalized Software.,Hugo Lefeuvre; Vlad-Andrei Badoiu; Yi Chen; Felipe Huici; Nathan Dautenhahn; Pierre Olivier,,0,https://www.ndss-symposium.org/ndss-paper/assessing-the-impact-of-interface-vulnerabilities-in-compartmentalized-software/,
ndss,2023,conf/ndss/ndss2023,,Let Me Unwind That For You: Exceptions to Backward-Edge Protection.,Victor Duta; Fabian Freyer; Fabio Pagani; Marius Muench; Cristiano Giuffrida,,0,https://www.ndss-symposium.org/ndss-paper/let-me-unwind-that-for-you-exceptions-to-backward-edge-protection/,
ndss,2023,conf/ndss/ndss2023,,VulHawk: Cross-architecture Vulnerability Detection with Entropy-based Binary Code Search.,Zhenhao Luo; Pengfei Wang; Baosheng Wang; Yong Tang; Wei Xie; Xu Zhou; Danjun Liu; Kai Lu,,0,https://www.ndss-symposium.org/ndss-paper/vulhawk-cross-architecture-vulnerability-detection-with-entropy-based-binary-code-search/,
ndss,2023,conf/ndss/ndss2023,,Towards Automatic and Precise Heap Layout Manipulation for General-Purpose Programs.,Runhao Li; Bin Zhang; Jiongyi Chen; Wenfeng Lin; Chao Feng; Chaojing Tang,,0,https://www.ndss-symposium.org/ndss-paper/towards-automatic-and-precise-heap-layout-manipulation-for-general-purpose-programs/,
ndss,2023,conf/ndss/ndss2023,,Backdoor Attacks Against Dataset Distillation.,Yugeng Liu; Zheng Li; Michael Backes; Yun Shen; Yang Zhang,,0,https://www.ndss-symposium.org/ndss-paper/backdoor-attacks-against-dataset-distillation/,
ndss,2023,conf/ndss/ndss2023,,REaaS: Enabling Adversarially Robust Downstream Classifiers via Robust Encoder as a Service.,Wenjie Qu; Jinyuan Jia; Neil Zhenqiang Gong,,0,https://www.ndss-symposium.org/ndss-paper/reaas-enabling-adversarially-robust-downstream-classifiers-via-robust-encoder-as-a-service/,
ndss,2023,conf/ndss/ndss2023,,Adversarial Robustness for Tabular Data through Cost and Utility Awareness.,Klim Kireev; Bogdan Kulynych; Carmela Troncoso,,0,https://www.ndss-symposium.org/ndss-paper/adversarial-robustness-for-tabular-data-through-cost-and-utility-awareness/,
ndss,2023,conf/ndss/ndss2023,,Focusing on Pinocchio's Nose: A Gradients Scrutinizer to Thwart Split-Learning Hijacking Attacks Using Intrinsic Attributes.,Jiayun Fu; Xiaojing Ma; Bin B. Zhu; Pingyi Hu; Ruixin Zhao; Yaru Jia; Peng Xu; Hai Jin; Dongmei Zhang,,0,https://www.ndss-symposium.org/ndss-paper/focusing-on-pinocchios-nose-a-gradients-scrutinizer-to-thwart-split-learning-hijacking-attacks-using-intrinsic-attributes/,
ndss,2023,conf/ndss/ndss2023,,ProbFlow : Using Probabilistic Programming in Anonymous Communication Networks.,Hussein Darir; Geir E. Dullerud; Nikita Borisov,,0,https://www.ndss-symposium.org/ndss-paper/probflow-using-probabilistic-programming-in-anonymous-communication-networks/,
ndss,2023,conf/ndss/ndss2023,,PPA: Preference Profiling Attack Against Federated Learning.,Chunyi Zhou; Yansong Gao; Anmin Fu; Kai Chen; Zhiyang Dai; Zhi Zhang; Minhui Xue; Yuqing Zhang,,0,https://www.ndss-symposium.org/ndss-paper/ppa-preference-profiling-attack-against-federated-learning/,
ndss,2023,conf/ndss/ndss2023,,RAI2: Responsible Identity Audit Governing the Artificial Intelligence.,Tian Dong; Shaofeng Li; Guoxing Chen; Minhui Xue; Haojin Zhu; Zhen Liu,,0,https://www.ndss-symposium.org/ndss-paper/rai2-responsible-identity-audit-governing-the-artificial-intelligence/,
ndss,2023,conf/ndss/ndss2023,,Faster Secure Comparisons with Offline Phase for Efficient Private Set Intersection.,Florian Kerschbaum; Erik-Oliver Blass; Rasoul Akhavan Mahdavi,,0,https://www.ndss-symposium.org/ndss-paper/faster-secure-comparisons-with-offline-phase-for-efficient-private-set-intersection/,
ndss,2023,conf/ndss/ndss2023,,DiffCSP: Finding Browser Bugs in Content Security Policy Enforcement through Differential Testing.,Seongil Wi; Trung Tin Nguyen; Jihwan Kim; Ben Stock; Sooel Son,,0,https://www.ndss-symposium.org/ndss-paper/diffcsp-finding-browser-bugs-in-content-security-policy-enforcement-through-differential-testing/,
ndss,2023,conf/ndss/ndss2023,,Browser Permission Mechanisms Demystified.,Kazuki Nomoto; Takuya Watanabe; Eitaro Shioji; Mitsuaki Akiyama; Tatsuya Mori,,0,https://www.ndss-symposium.org/ndss-paper/browser-permission-mechanisms-demystified/,
ndss,2023,conf/ndss/ndss2023,,Drone Security and the Mysterious Case of DJI's DroneID.,Nico Schiller; Merlin Chlosta; Moritz Schloegel; Nils Bars; Thorsten Eisenhofer; Tobias Scharnowski; Felix Domke; Lea Schönherr; Thorsten Holz,,0,https://www.ndss-symposium.org/ndss-paper/drone-security-and-the-mysterious-case-of-djis-droneid/,
ndss,2023,conf/ndss/ndss2023,,"The ""Beatrix"" Resurrections: Robust Backdoor Detection via Gram Matrices.",Wanlun Ma; Derui Wang; Ruoxi Sun; Minhui Xue; Sheng Wen; Yang Xiang,,0,https://www.ndss-symposium.org/ndss-paper/the-beatrix-resurrections-robust-backdoor-detection-via-gram-matrices/,
ndss,2023,conf/ndss/ndss2023,,RoVISQ: Reduction of Video Service Quality via Adversarial Attacks on Deep Learning-based Video Compression.,Jung-Woo Chang; Mojan Javaheripi; Seira Hidano; Farinaz Koushanfar,,0,https://www.ndss-symposium.org/ndss-paper/rovisq-reduction-of-video-service-quality-via-adversarial-attacks-on-deep-learning-based-video-compression/,
ndss,2023,conf/ndss/ndss2023,,Machine Unlearning of Features and Labels.,Alexander Warnecke; Lukas Pirch; Christian Wressnegger; Konrad Rieck,,0,https://www.ndss-symposium.org/ndss-paper/machine-unlearning-of-features-and-labels/,
ndss,2023,conf/ndss/ndss2023,,Fusion: Efficient and Secure Inference Resilient to Malicious Servers.,Caiqin Dong; Jian Weng; Jia-Nan Liu; Yue Zhang; Yao Tong; Anjia Yang; Yudan Cheng; Shun Hu,,0,https://www.ndss-symposium.org/ndss-paper/fusion-efficient-and-secure-inference-resilient-to-malicious-servers/,
ndss,2023,conf/ndss/ndss2023,,Trellis: Robust and Scalable Metadata-private Anonymous Broadcast.,Simon Langowski; Sacha Servan-Schreiber; Srinivas Devadas,,0,https://www.ndss-symposium.org/ndss-paper/trellis-robust-and-scalable-metadata-private-anonymous-broadcast/,
ndss,2023,conf/ndss/ndss2023,,On the Anonymity of Peer-To-Peer Network Anonymity Schemes Used by Cryptocurrencies.,Piyush Kumar Sharma; Devashish Gosain; Claudia Díaz,,0,https://www.ndss-symposium.org/ndss-paper/on-the-anonymity-of-peer-to-peer-network-anonymity-schemes-used-by-cryptocurrencies/,
ndss,2023,conf/ndss/ndss2023,,Thwarting Smartphone SMS Attacks at the Radio Interface Layer.,Haohuang Wen; Phillip A. Porras; Vinod Yegneswaran; Zhiqiang Lin,,0,https://www.ndss-symposium.org/ndss-paper/thwarting-smartphone-sms-attacks-at-the-radio-interface-layer/,
ndss,2023,conf/ndss/ndss2023,,InfoMasker: Preventing Eavesdropping Using Phoneme-Based Noise.,Peng Huang; Yao Wei; Peng Cheng; Zhongjie Ba; Li Lu; Feng Lin; Fan Zhang; Kui Ren,,0,https://www.ndss-symposium.org/ndss-paper/infomasker-preventing-eavesdropping-using-phoneme-based-noise/,
ndss,2023,conf/ndss/ndss2023,,FUZZILLI: Fuzzing for JavaScript JIT Compiler Vulnerabilities.,Samuel Groß; Simon Koch; Lukas Bernhard; Thorsten Holz; Martin Johns,,0,https://www.ndss-symposium.org/ndss-paper/fuzzilli-fuzzing-for-javascript-jit-compiler-vulnerabilities/,
ndss,2023,conf/ndss/ndss2023,,"No Grammar, No Problem: Towards Fuzzing the Linux Kernel without System-Call Descriptions.",Alexander Bulekov; Bandan Das; Stefan Hajnoczi; Manuel Egele,,0,https://www.ndss-symposium.org/ndss-paper/no-grammar-no-problem-towards-fuzzing-the-linux-kernel-without-system-call-descriptions/,
ndss,2023,conf/ndss/ndss2023,,DARWIN: Survival of the Fittest Fuzzing Mutators.,Patrick Jauernig; Domagoj Jakobovic; Stjepan Picek; Emmanuel Stapf; Ahmad-Reza Sadeghi,,0,https://www.ndss-symposium.org/ndss-paper/darwin-survival-of-the-fittest-fuzzing-mutators/,
ndss,2023,conf/ndss/ndss2023,,LOKI: State-Aware Fuzzing Framework for the Implementation of Blockchain Consensus Protocols.,Fuchen Ma; Yuanliang Chen; Meng Ren; Yuanhang Zhou; Yu Jiang; Ting Chen; Huizhong Li; Jiaguang Sun,,0,https://www.ndss-symposium.org/ndss-paper/loki-state-aware-fuzzing-framework-for-the-implementation-of-blockchain-consensus-protocols/,
