uuid,title,response
ieee_2024_0,"IEEE Symposium on Security and Privacy, SP 2024, San Francisco, CA, USA, May 19-23, 2024.","No, the abstract is not related to AML. The text provided does not contain any information or context about machine learning systems or adversarial attacks."
ieee_2024_1,On SMS Phishing Tactics and Infrastructure.,"No. The abstract focuses on understanding and combating SMS phishing by analyzing datasets, campaigns, and infrastructure, but it does not involve adversarial techniques or manipulation of machine learning models, which are core to adversarial machine learning."
ieee_2024_2,Conning the Crypto Conman: End-to-End Analysis of Cryptocurrency-based Technical Support Scams.,"No, the abstract is not related to AML because it focuses on analyzing and mitigating cryptocurrency-based technical support scams rather than presenting techniques to manipulate or defend machine learning models."
ieee_2024_3,From Chatbots to Phishbots?: Phishing Scam Generation in Commercial Large Language Models.,"Yes, the abstract is related to AML as it discusses the use of Large Language Models to generate phishing attacks and details the creation of a detection tool to counteract these adversarial uses."
ieee_2024_4,A Representative Study on Human Detection of Artificially Generated Media Across Countries.,"No, the abstract is not related to Adversarial Machine Learning (AML) as it primarily focuses on human perception of AI-generated media rather than discussing attacks on machine learning models or defending against adversarial inputs."
ieee_2024_5,AVA: Inconspicuous Attribute Variation-based Adversarial Attack bypassing DeepFake Detection.,"Yes, the abstract is related to AML as it discusses a novel adversarial attack (AVA) that targets the vulnerabilities of DeepFake detection algorithms, which are DNN-based models, showcasing how these models can be bypassed through attribute-variation-based perturbations."
ieee_2024_6,An Analysis of Recent Advances in Deepfake Image Detection in an Evolving Threat Landscape.,"Yes. The abstract is related to AML as it discusses the use of adversarial attacks on deepfake detectors, highlighting vulnerabilities and proposing defenses against such attacks."
ieee_2024_7,DP-Auditorium: A Large-Scale Library for Auditing Differential Privacy.,"No, the abstract is not related to AML as it focuses on developing a tool for testing the efficacy of differentially private mechanisms, which is more aligned with data privacy rather than adversarial machine learning attacks or defenses."
ieee_2024_8,Time-Aware Projections: Truly Node-Private Graph Statistics under Continual Observation.,"No, the abstract is not related to AML as it focuses on differential privacy in social network data, rather than discussing adversarial attacks or defenses in machine learning systems."
ieee_2024_9,Synq: Public Policy Analytics Over Encrypted Data.,"No, the abstract is not related to AML because it focuses on data privacy and analytics over encrypted data rather than addressing adversarial attacks or defenses related to machine learning models."
ieee_2024_10,The Great Request Robbery: An Empirical Study of Client-side Request Hijacking Vulnerabilities on the Web.,"No. The abstract focuses on request forgery attacks in web applications, which are more related to web security rather than adversarial machine learning."
ieee_2024_11,Break the Wall from Bottom: Automated Discovery of Protocol-Level Evasion Vulnerabilities in Web Application Firewalls.,"Yes. This abstract relates to AML as it discusses testing for vulnerabilities in Web Application Firewalls that adversaries could exploit to evade detection, aligning with the concept of evasion attacks in AML."
ieee_2024_12,"Parse Me, Baby, One More Time: Bypassing HTML Sanitizer via Parsing Differentials.","No. The abstract focuses on HTML sanitization and parsing differentials for preventing cross-site scripting (XSS) attacks, which is a web security concern, not directly related to adversarial machine learning attacks on ML models."
ieee_2024_13,Holistic Concolic Execution for Dynamic Web Applications via Symbolic Interpreter Analysis.,"No. The abstract focuses on symbolic execution and vulnerability detection in web applications using a novel approach for improved syntax support and code coverage, without any mention of adversarial machine learning or manipulating machine learning models."
ieee_2024_14,Where URLs Become Weapons: Automated Discovery of SSRF Vulnerabilities in Web Applications.,"No, the abstract is not related to AML because it focuses on detecting Server-Side Request Forgery (SSRF) vulnerabilities in web applications, which is a web security issue, rather than discussing adversarial attacks or defenses in machine learning systems."
ieee_2024_15,SINBAD: Saliency-informed detection of breakage caused by ad blocking.,"No, the abstract is not related to AML. It focuses on detecting breakages in privacy-enhancing blocking tools and improving filter rules, rather than on adversarial attacks or defenses in machine learning systems."
ieee_2024_16,C-Frame: Characterizing and measuring in-the-wild CAPTCHA attacks.,"No, the abstract is not related to AML. It focuses on measuring and analyzing CAPTCHA attacks rather than exploring adversarial methods targeting machine learning models."
ieee_2024_17,Jasmine: Scale up JavaScript Static Security Analysis with Computation-based Semantic Explanation.,"No, the abstract is not related to AML because it focuses on improving static data flow analysis for detecting vulnerabilities in web applications, rather than addressing adversarial attacks or defenses in machine learning systems."
ieee_2024_18,A Tale of Two Industroyers: It was the Season of Darkness.,"No. The abstract focuses on studying malware that targets industrial control systems and developing a sandbox for understanding malware behavior, which does not specifically involve adversarial attacks on machine learning systems."
ieee_2024_19,AquaSonic: Acoustic Manipulation of Underwater Data Center Operations and Resource Management.,"No, this abstract is not related to Adversarial Machine Learning because it focuses on identifying and mitigating acoustic injection attacks on underwater data centers, which primarily pertains to physical security vulnerabilities rather than manipulating or attacking any machine learning models."
ieee_2024_20,"""Watching over the shoulder of a professional"": Why Hackers Make Mistakes and How They Fix Them.","No. The abstract is focused on examining mistakes made in vulnerability discovery processes using social media analysis, rather than addressing adversarial attacks or machine learning system vulnerabilities."
ieee_2024_21,A Picture is Worth 500 Labels: A Case Study of Demographic Disparities in Local Machine Learning Models for Instagram and TikTok.,"No, the abstract is not related to AML. It addresses biases and performance disparities in ML models used by social media apps, not adversarial attacks or defenses against them."
ieee_2024_22,MAWSEO: Adversarial Wiki Search Poisoning for Illicit Online Promotion.,"Yes. The abstract is related to AML as it discusses the automation of adversarial edits on Wiki to manipulate search results, bypass existing detection systems, and includes strategies for potential defenses, which aligns with the concepts of adversarial attacks and defenses in machine learning."
ieee_2024_23,Poisoning Web-Scale Training Datasets is Practical.,"Yes. The abstract is related to AML as it introduces dataset poisoning attacks, which are a form of adversarial attack on machine learning models."
ieee_2024_24,Don't Shoot the Messenger: Localization Prevention of Satellite Internet Users.,"No, the abstract is not related to AML because it focuses on protecting satellite Internet users from localization and triangulation, rather than discussing any machine learning model or adversarial attacks on such models."
ieee_2024_25,The Dark Side of Scale: Insecurity of Direct-to-Cell Satellite Mega-Constellations.,"No. The abstract is focused on exploiting signaling protocol vulnerabilities in satellite communication systems, rather than targeting machine learning models or systems."
ieee_2024_26,SoK: Collusion-resistant Multi-party Private Set Intersections in the Semi-honest Model.,"No, the abstract is not related to AML. It discusses private set intersection protocols in a cryptographic context rather than addressing adversarial attacks or defenses in a machine learning setting."
ieee_2024_27,GAuV: A Graph-Based Automated Verification Framework for Perfect Semi-Honest Security of Multiparty Computation Protocols.,"No, the given abstract is related to the security verification of Multiparty Computation (MPC) protocols, which is more relevant to cryptography and protocol analysis, not adversarial machine learning."
ieee_2024_28,Don't Eject the Impostor: Fast Three-Party Computation With a Known Cheater.,"No. The abstract focuses on secure multi-party computation (MPC) protocols for privacy-preserving computations, which do not specifically involve adversarial attacks or defenses in machine learning."
ieee_2024_29,Scalable Mixed-Mode MPC.,"No, the abstract is not related to AML. It focuses on the design and implementation of a secure multi-party computation (MPC) system, which is more relevant to cryptographic protocols and secure computation rather than malicious attacks or defenses in machine learning."
ieee_2024_30,Asterisk: Super-fast MPC with a Friend.,No. This abstract focuses on secure multiparty computation (MPC) for privacy-preserving collaborative computation and does not discuss machine learning models or adversarial attacks and defenses.
ieee_2024_31,Efficient Actively Secure DPF and RAM-based 2PC with One-Bit Leakage.,"No, the abstract is not related to AML as it focuses on improving the efficiency and security of secure two-party computation protocols in the RAM model, without discussing adversarial machine learning attacks or defenses."
ieee_2024_32,MPC-in-the-Head Framework without Repetition and its Applications to the Lattice-based Cryptography.,"No. The abstract discusses a novel method for Non-Interactive Zero-Knowledge Arguments of Knowledge in cryptographic protocols, not involving adversarial machine learning or manipulating ML models."
ieee_2024_33,Orca: FSS-based Secure Training and Inference with GPUs.,"No. The abstract is focused on optimizing secure two-party computation (2PC) and improving efficiency with GPUs for machine learning scenarios, but it does not discuss adversarial attacks or defenses related to machine learning systems."
ieee_2024_34,"Security, Privacy, and Data-sharing Trade-offs When Moving to the United States: Insights from a Qualitative Study.","No, the abstract is not related to Adversarial Machine Learning (AML) as it discusses privacy and security concerns faced by individuals moving to a new country, rather than focusing on attacks or defenses involving machine learning systems."
ieee_2024_35,SoK: Safer Digital-Safety Research Involving At-Risk Users.,"No, the abstract is not related to AML. It focuses on digital safety research for at-risk users and discusses research risks, safety practices, and guidelines in the context of computer security and privacy, not adversarial machine learning."
ieee_2024_36,Janus: Safe Biometric Deduplication for Humanitarian Aid Distribution.,"No. This abstract discusses privacy-enhancing technologies and biometrics for preventing double registration in aid distribution, without mentioning machine learning models, adversarial attacks, or their defenses."
ieee_2024_37,SoK: Technical Implementation and Human Impact of Internet Privacy Regulations.,"No. The abstract is related to privacy laws and data protection regulations, not adversarial machine learning or attacks on ML systems."
ieee_2024_38,Digital Security - A Question of Perspective A Large-Scale Telephone Survey with Four At-Risk User Groups.,"No, the given abstract is not related to AML. It focuses on the digital security experiences and concerns of various user groups in Germany, rather than discussing adversarial machine learning attacks or defenses."
ieee_2024_39,No Easy Way Out: the Effectiveness of Deplatforming an Extremist Forum to Suppress Hate and Harassment.,"No, the abstract is not related to AML because it focuses on the challenges of deplatforming online hate and harassment forums, rather than discussing adversarial attacks or defenses in machine learning systems."
ieee_2024_40,Withdrawing is believing? Detecting Inconsistencies between Withdrawal Choices and Third-party Data Collections in Mobile Apps.,"No, the given abstract is not related to AML because it focuses on detecting withdrawal inconsistencies in mobile apps' data collection, which pertains to privacy issues rather than adversarial machine learning attacks or defenses."
ieee_2024_41,The Role of User-Agent Interactions on Mobile Money Practices in Kenya and Tanzania.,"No, the abstract is not related to AML. It focuses on the practices, challenges, and workarounds in mobile money services in Africa, rather than machine learning systems or adversarial attacks."
ieee_2024_42,You Only Prompt Once: On the Capabilities of Prompt Learning on Large Language Models to Tackle Toxic Content.,"No, this abstract is not related to AML. It discusses using large language models for detecting and mitigating toxic content, but does not address adversarial techniques or attacks against machine learning systems."
ieee_2024_43,Moderating New Waves of Online Hate with Chain-of-Thought Reasoning in Large Language Models.,"No. The abstract is about detecting online hate using a novel framework with reasoning-based techniques, and does not discuss adversarial attacks on machine learning systems or defenses against such attacks, which is the focus of AML."
ieee_2024_44,Nightshade: Prompt-Specific Poisoning Attacks on Text-to-Image Generative Models.,"Yes. The abstract discusses poisoning attacks on diffusion-based text-to-image models and introduces ""Nightshade,"" an attack optimized for potency, indicating a focus on adversarial manipulation of machine learning systems."
ieee_2024_45,On Large Language Models' Resilience to Coercive Interrogation.,"Yes, the abstract is related to AML because it describes a method for extracting harmful content from large language models, which involves understanding and manipulating model outputs, a characteristic of adversarial attacks."
ieee_2024_46,PromptCARE: Prompt Copyright Protection by Watermark Injection and Verification.,"No. The abstract focuses on the protection of prompt copyright through watermarking, not on adversarial attacks or defenses related to the behavior of machine learning models."
ieee_2024_47,"LLMs Cannot Reliably Identify and Reason About Security Vulnerabilities (Yet?): A Comprehensive Evaluation, Framework, and Benchmarks.","No. The given abstract focuses on evaluating the capability of Large Language Models (LLMs) to identify and reason about security-related bugs, but it does not discuss manipulating ML systems or adversarial attacks, which are key aspects of Adversarial Machine Learning."
ieee_2024_48,LLMIF: Augmented Large Language Model for Fuzzing IoT Devices.,"No. The abstract is related to improving IoT protocol fuzzing using large language models, but it does not involve adversarial machine learning tactics or defense mechanisms against adversarial attacks."
ieee_2024_49,SneakyPrompt: Jailbreaking Text-to-image Generative Models.,"Yes. The abstract describes an adversarial attack framework called SneakyPrompt that manipulates the input to text-to-image generative models to bypass safety filters, which is a form of adversarial machine learning."
ieee_2024_50,Eureka: A General Framework for Black-box Differential Privacy Estimators.,"No. The abstract is focused on differential privacy and its estimation methods, rather than on adversarial attacks or defenses in machine learning."
ieee_2024_51,Casual Users and Rational Choices within Differential Privacy.,"No. The abstract focuses on differential privacy, user comprehension, and communication methods of privacy parameters, rather than discussing adversarial attacks or defenses on machine learning systems."
ieee_2024_52,Lower Bounds for Rényi Differential Privacy in a Black-Box Setting.,"No. The abstract focuses on assessing privacy guarantees for algorithms through Rényi Differential Privacy, not on adversarial attacks or defenses specific to machine learning models."
ieee_2024_53,Bounded and Unbiased Composite Differential Privacy.,"No. The abstract focuses on developing a differentially private mechanism for privacy-preserving data analysis, which is about safeguarding personal data rather than adversarially attacking or defending machine learning systems."
ieee_2024_54,Cohere: Managing Differential Privacy in Large Scale Systems.,"No. The abstract is focused on privacy management and the implementation of Differential Privacy (DP) in large-scale systems, which is more about privacy preservation and not specifically about adversarial attacks or defenses in machine learning."
ieee_2024_55,DPI: Ensuring Strict Differential Privacy for Infinite Data Streaming.,"No, the abstract is related to differential privacy in the context of streaming data and focuses on privacy leakage prevention rather than adversarial attacks or defenses in machine learning systems."
ieee_2024_56,Budget Recycling Differential Privacy.,"No. The abstract is related to improving differential privacy mechanisms and managing the privacy-utility tradeoff, which doesn't pertain to adversarial attacks or defenses in machine learning systems."
ieee_2024_57,Measure-Observe-Remeasure: An Interactive Paradigm for Differentially-Private Exploratory Analysis.,"No. The abstract focuses on differential privacy and how analysts allocate their privacy loss budget during interactive data analysis, which does not involve manipulating machine learning models or adversarial attacks."
ieee_2024_58,Everyone for Themselves? A Qualitative Study about Individual Security Setups of Open Source Software Contributors.,"No. This abstract is focused on the security practices of open-source software contributors and their impact on supply chain security, without any specific reference to adversarial machine learning or attacks on machine learning models."
ieee_2024_59,Measuring the Effects of Stack Overflow Code Snippet Evolution on Open-Source Software Security.,"No, the abstract is not related to AML because it focuses on the security implications of using outdated code snippets from Stack Overflow in GitHub projects, rather than on adversarial attacks or defenses concerning machine learning systems."
ieee_2024_60,Shedding Light on CVSS Scoring Inconsistencies: A User-Centric Study on Evaluating Widespread Security Vulnerabilities.,"No, the abstract is not related to AML because it focuses on evaluating the consistency and factors influencing the Common Vulnerability Scoring System (CVSS) for vulnerability assessment, rather than addressing adversarial attacks or defenses in machine learning systems."
ieee_2024_61,TrojanPuzzle: Covertly Poisoning Code-Suggestion Models.,"Yes, the abstract is related to AML because it discusses data poisoning attacks on large language models used for code suggestion, specifically targeting model behavior by injecting malicious data."
ieee_2024_62,Poisoned ChatGPT Finds Work for Idle Hands: Exploring Developers' Coding Practices with Insecure Suggestions from Poisoned AI Models.,"Yes. The abstract is related to AML because it discusses poisoning attacks on AI-powered coding assistant tools, which intentionally introduce malicious code to manipulate the tools and potentially introduce vulnerabilities into developers' programs."
ieee_2024_63,"Signing in Four Public Software Package Registries: Quantity, Quality, and Influencing Factors.","No. The abstract discusses software signing practices and supply chain security, which are not directly related to adversarial machine learning attacks or defenses."
ieee_2024_64,"More Haste, Less Speed: Cache Related Security Threats in Continuous Integration Services.","No. The abstract is related to security threats in Continuous Integration platforms, specifically focusing on cache poisoning and data leakage, which does not directly involve adversarial attacks on machine learning models."
ieee_2024_65,Patchy Performance? Uncovering the Vulnerability Management Practices of IoT-Centric Vendors.,"No. The abstract focuses on analyzing factors influencing IoT vendors' security performance and their vulnerability disclosure and patching behaviors, without discussing adversarial attacks or defenses specific to machine learning systems."
ieee_2024_66,Need for Speed: Taming Backdoor Attacks with Speed and Precision.,"Yes. The abstract discusses backdoor attacks, a form of adversarial attack, and presents a defense mechanism for identifying and removing such threats from DNNs, making it related to adversarial machine learning."
ieee_2024_67,Multi-Instance Adversarial Attack on GNN-Based Malicious Domain Detection.,"Yes. The abstract discusses adversarial attacks on a graph neural network-based malicious domain detection system by manipulating features and connections in a domain maliciousness graph, fitting AML's focus on manipulating machine learning models."
ieee_2024_68,Dropout Attacks.,"Yes, the abstract is related to AML because it introduces a new type of poisoning attack, DROPOUTATTACK, which manipulates the dropout mechanism in neural networks to degrade performance, specifically targeting the training and prediction processes."
ieee_2024_69,BounceAttack: A Query-Efficient Decision-based Adversarial Attack by Bouncing into the Wild.,"Yes. The abstract discusses an adversarial attack method (BounceAttack) that targets deep neural networks in a black-box setting, which is a core aspect of adversarial machine learning."
ieee_2024_70,Loki: Large-scale Data Reconstruction Attack against Federated Learning through Model Manipulation.,"Yes. The abstract describes an attack on federated learning systems that exploits vulnerabilities in shared gradients to reconstruct private data, which falls under adversarial machine learning."
ieee_2024_71,Test-Time Poisoning Attacks Against Test-Time Adaptation Models.,"Yes. The abstract is related to AML as it discusses test-time poisoning attacks on ML models, which involves manipulating inputs to impact model performance, fitting within the scope of adversarial machine learning."
ieee_2024_72,Attacking Byzantine Robust Aggregation in High Dimensions.,"Yes. The abstract is related to AML as it discusses poisoning attacks and a new attack called HiDRA that targets Byzantine robust aggregation, which are both relevant to adversarial machine learning."
ieee_2024_73,"CaFA: Cost-aware, Feasible Attacks With Database Constraints Against Neural Tabular Classifiers.","Yes, this abstract is related to AML as it discusses the creation of a system called CaFA for generating adversarial examples specifically designed to test the robustness of neural tabular classifiers, which are a type of machine learning model."
ieee_2024_74,Universal Neural-Cracking-Machines: Self-Configurable Password Models from Auxiliary Data.,"No, the abstract is not related to AML because it focuses on creating a password model using deep learning for password strength estimation and adaptation without discussing adversarial attacks or defenses in machine learning systems."
ieee_2024_75,PassREfinder: Credential Stuffing Risk Prediction by Representing Password Reuse between Websites on a Graph.,"No. The abstract focuses on preventing credential stuffing attacks and password reuse using a risk prediction framework and graph neural networks, which is more related to cybersecurity and user behavior than to adversarial machine learning."
ieee_2024_76,Breach Extraction Attacks: Exposing and Addressing the Leakage in Second Generation Compromised Credential Checking Services.,"No, the abstract is focused on a security analysis and protocol improvement for preventing credential tweaking attacks, which relates more to cryptographic privacy and data security than adversarial machine learning."
ieee_2024_77,A Security Analysis of Honey Vaults.,"No. The abstract focuses on honey encryption and techniques to improve password vault security, addressing cryptographic challenges rather than adversarial machine learning attacks on machine learning models."
ieee_2024_78,Combing for Credentials: Active Pattern Extraction from Smart Reply.,"Yes. The abstract describes an active extraction attack in an adversarial context, targeting vulnerabilities in large language models to extract sensitive data, which is a relevant aspect of adversarial machine learning."
ieee_2024_79,ARMOR: A Formally Verified Implementation of X.509 Certificate Chain Validation.,"No. The abstract is focused on formal verification and validation of X.509 certificate chain logic, which is related to cryptographic protocols and security, not adversarial machine learning."
ieee_2024_80,DY Fuzzing: Formal Dolev-Yao Models Meet Cryptographic Protocol Fuzz Testing.,"No, the abstract is not related to AML as it focuses on cryptographic protocol vulnerabilities and logical attacks using formal verification and fuzzing, rather than adversarial attacks on machine learning models."
ieee_2024_81,To Auth or Not To Auth? A Comparative Analysis of the Pre- and Post-Login Security Landscape.,"No, the given abstract is not related to AML. It focuses on the security aspects of web applications, specifically analyzing differences between unauthenticated and authenticated states, without discussing adversarial attacks or machine learning models."
ieee_2024_82,Targeted and Troublesome: Tracking and Advertising on Children's Websites.,No. The abstract focuses on measuring tracking and advertising practices on child-directed websites and not on adversarial machine learning attacks or defenses.
ieee_2024_83,"Children, Parents, and Misinformation on Social Media.",No. The abstract focuses on the effects of misinformation on children and their families rather than discussing techniques for attacking or defending machine learning systems.
ieee_2024_84,Understanding Parents' Perceptions and Practices Toward Children's Security and Privacy in Virtual Reality.,"No. The abstract focuses on security and privacy concerns in the context of virtual reality for underage users and explores parental awareness and strategies, without discussing adversarial attacks or defenses related to machine learning systems."
ieee_2024_85,The Times They Are A-Changin': Characterizing Post-Publication Changes to Online News.,"No. The abstract is not related to AML because it focuses on analyzing post-publication changes in online news articles, which does not involve manipulating machine learning models or defenses against adversarial attacks."
