uuid,title,response
ieee_2020_0,"2020 IEEE Symposium on Security and Privacy, SP 2020, San Francisco, CA, USA, May 18-21, 2020.","No. The abstract ""nan"" does not provide any information related to adversarial machine learning or any context that allows for such a classification."
ieee_2020_1,Spectector: Principled Detection of Speculative Information Flows.,"No. The abstract is related to speculative execution attacks in computer architecture, not adversarial machine learning."
ieee_2020_2,: Practical Cache Attacks from the Network.,"No. The abstract focuses on reverse-engineering a performance optimization feature related to direct cache access and demonstrating a cache attack on microarchitectural components, rather than on manipulating or attacking machine learning models specifically."
ieee_2020_3,SpecCFI: Mitigating Spectre Attacks using CFI Informed Speculation.,"No. The abstract focuses on addressing Spectre attacks, which exploit speculative execution vulnerabilities in CPUs, rather than discussing adversarial attacks or defenses specific to machine learning models."
ieee_2020_4,LVI: Hijacking Transient Execution through Microarchitectural Load Value Injection.,"No. The abstract focuses on microarchitectural vulnerabilities, specifically Load Value Injection (LVI), which exploits transient execution paths in processors; it does not discuss attacks or manipulations related to machine learning models or systems."
ieee_2020_5,HydRand: Efficient Continuous Distributed Randomness.,"No. The abstract discusses randomness in cryptographic protocols and distributed systems, specifically focusing on improving random beacon protocols, which is unrelated to adversarial machine learning."
ieee_2020_6,OHIE: Blockchain Scaling Made Simple.,"No. This abstract is related to blockchain consensus protocols and their scaling and security proofs, not to adversarial machine learning attacks or defenses."
ieee_2020_7,Sync HotStuff: Simple and Practical Synchronous State Machine Replication.,No. The abstract is related to Byzantine Fault Tolerance in distributed systems and does not mention anything about adversarial attacks or defenses in machine learning models.
ieee_2020_8,Replicated state machines without replicated execution.,"No. The abstract focuses on improving the efficiency and cost-effectiveness of replicated state machines under a Byzantine fault model, which relates to distributed systems and cryptographic verification, rather than addressing adversarial machine learning or attacks on machine learning systems."
ieee_2020_9,"ICLab: A Global, Longitudinal Internet Censorship Measurement Platform.","No, the given abstract is not related to AML because it focuses on Internet censorship detection and analysis using a measurement platform, rather than on adversarial attacks or defenses in machine learning systems."
ieee_2020_10,High Precision Open-World Website Fingerprinting.,"No. The abstract discusses website fingerprinting attacks and classifier precision optimization in the context of traffic analysis, not manipulation or security concerns related to machine learning systems."
ieee_2020_11,Breaking and (Partially) Fixing Provably Secure Onion Routing.,No. The abstract is unrelated to AML as it focuses on proving security properties and fixing vulnerabilities in onion routing protocols rather than discussing adversarial attacks or defenses in machine learning systems.
ieee_2020_12,Are anonymity-seekers just like everybody else? An analysis of contributions to Wikipedia from Tor.,"No, the abstract is not related to AML because it focuses on analyzing the impact of privacy-enhancing proxies like Tor on content contribution and blocking policies on Wikipedia, rather than on adversarial attacks or defenses within machine learning systems."
ieee_2020_13,Detection of Electromagnetic Interference Attacks on Sensor Systems.,"No, the abstract is not related to AML because it focuses on detecting electromagnetic interference attacks on sensor systems rather than adversarial attacks on machine learning systems."
ieee_2020_14,WaveSpy: Remote and Through-wall Screen Attack via mmWave Sensing.,"No. The abstract is not related to AML because it focuses on side-channel attacks on digital screens using a radio-frequency sensor, which does not involve manipulating or extracting information from machine learning models."
