uuid,title,response
ieee_2021_0,"42nd IEEE Symposium on Security and Privacy, SP 2021, San Francisco, CA, USA, 24-27 May 2021.","No. The abstract provided is ""nan,"" which indicates that there is no content to analyze for potential relevance to Adversarial Machine Learning."
ieee_2021_1,Using Selective Memoization to Defeat Regular Expression Denial of Service (ReDoS).,"No. The abstract is related to improving the efficiency and security of regex processing to prevent ReDoS attacks, which is more pertinent to software engineering and security than adversarial machine learning."
ieee_2021_2,Co-Inflow: Coarse-grained Information Flow Control for Java-like Languages.,"No. The abstract focuses on extending Java with coarse-grained dynamic information-flow control to improve security, which is a concept related to programming languages and security, but not specifically about adversarial machine learning."
ieee_2021_3,When Function Signature Recovery Meets Compiler Optimization.,"No. The abstract focuses on improving control-flow integrity through function signature recovery from binary executables, which is unrelated to adversarial machine learning."
ieee_2021_4,How Did That Get In My Phone? Unwanted App Distribution on Android Devices.,"No. The abstract focuses on the distribution vectors and prevalence of unwanted apps on Android devices, rather than on adversarial attacks or techniques related to adversarial machine learning."
ieee_2021_5,Android Custom Permissions Demystified: From Privilege Escalation to Design Shortcomings.,"No, the abstract is focused on evaluating and improving the security of custom permissions in the Android OS through the use of a fuzzing tool, and it does not discuss adversarial machine learning or the manipulation of machine learning models."
ieee_2021_6,"Trust, But Verify: A Longitudinal Analysis Of Android OEM Compliance and Customization.","No. The abstract discusses the analysis of Android OEM customizations and their compliance with security requirements, focusing on security vulnerabilities, but it doesn't address adversarial machine learning or attacks against machine learning models."
ieee_2021_7,Detecting AI Trojans Using Meta Neural Analysis.,"Yes, the abstract is related to AML because it discusses detecting Trojan attacks in machine learning models, which involves adversarial manipulation of model behavior."
ieee_2021_8,Adversarial Watermarking Transformer: Towards Tracing Text Provenance with Data Hiding.,"Yes, the abstract is related to AML as it discusses the use of adversarial training techniques to encode watermarks in text, aiming to protect against the misuse of language models by making it difficult for adversaries to detect alterations."
ieee_2021_9,Machine Unlearning.,"Yes. The abstract is related to AML as it addresses the challenge of preventing privacy attacks on machine learning models by developing a method for efficient data unlearning, which is crucial for mitigating information leakage and protecting user data."
ieee_2021_10,Poltergeist: Acoustic Adversarial Machine Learning against Cameras and Computer Vision.,"Yes, this abstract is related to AML because it describes an attack framework that combines adversarial machine learning with physics-based signal injections to manipulate object detection systems in autonomous vehicles."
ieee_2021_11,Invisible for both Camera and LiDAR: Security of Multi-Sensor Fusion based Perception in Autonomous Driving Under Physical-World Attacks.,"Yes. The abstract is related to AML as it explores adversarial attacks on Multi-Sensor Fusion (MSF) systems in Autonomous Driving, demonstrating the potential manipulation of inputs to mislead perception systems."
