uuid,title,response
uss_2021_0,"30th USENIX Security Symposium, USENIX Security 2021, August 11-13, 2021.","No. The abstract ""nan"" does not provide any information about its content, making it impossible to determine if it is related to Adversarial Machine Learning."
uss_2021_1,"Susan Landau, Tufts University.",No. The abstract describes the timeline and impact of the COVID-19 pandemic and does not relate to adversarial machine learning or any form of attack or defense in ML systems.
uss_2021_2,"Effect of Mood, Location, Trust, and Presence of Others on Video-Based Social Authentication.","No. The abstract focuses on exploring social authentication using video chat as a fallback mechanism, which is related to human-computer interaction and authentication, not adversarial machine learning or attacks against ML systems."
uss_2021_3,'Passwords Keep Me Safe' - Understanding What Children Think about Passwords.,"No, the given abstract is not related to AML as it focuses on children's password practices and cybersecurity education rather than discussing adversarial attacks or defenses on machine learning systems."
uss_2021_4,On the Usability of Authenticity Checks for Hardware Security Tokens.,"No. The abstract is related to the security and authenticity of hardware security tokens, rather than adversarial attacks on machine learning systems."
uss_2021_5,Inexpensive Brainwave Authentication: New Techniques and Insights on User Acceptance.,"No. The abstract discusses brainwave authentication using consumer devices, focusing on biometric identification and performance improvements, not on manipulating or defending against machine learning models."
uss_2021_6,Why Older Adults (Don't) Use Password Managers.,"No. The abstract focuses on the adoption and use of password managers among older adults, rather than discussing adversarial attacks, defenses, or the manipulation of machine learning models."
uss_2021_7,"""It's Stored, Hopefully, on an Encrypted Server"": Mitigating Users' Misconceptions About FIDO2 Biometric WebAuthn.","No, the abstract is not related to AML as it focuses on understanding misconceptions and improving usability of biometric WebAuthn, a passwordless authentication protocol, without discussing adversarial attacks or defenses on machine learning systems."
uss_2021_8,Driving 2FA Adoption at Scale: Optimizing Two-Factor Authentication Notification Design Patterns.,"No. The abstract is focused on examining the adoption of two-factor authentication to enhance security, rather than discussing the manipulation or defense of machine learning systems against adversarial attacks."
uss_2021_9,Hiding the Access Pattern is Not Enough: Exploiting Search Pattern Leakage in Searchable Encryption.,"No, the abstract is not related to AML. It focuses on encryption and privacy issues in secure data search, not on attacking or defending machine learning systems."
uss_2021_10,A Highly Accurate Query-Recovery Attack against Searchable Encryption using Non-Indexed Documents.,"No, this abstract is not related to AML because it focuses on query recovery attacks in searchable encryption schemes, which involves data security and encryption rather than manipulating or extracting information from machine learning models."
uss_2021_11,Fragment and Forge: Breaking Wi-Fi Through Frame Aggregation and Fragmentation.,"No, the abstract is not related to Adversarial Machine Learning. It focuses on design flaws in the 802.11 standard for Wi-Fi security, rather than on attacks or defenses related to manipulating machine learning systems."
uss_2021_12,Card Brand Mixup Attack: Bypassing the PIN in non-Visa Cards by Using Them for Visa Transactions.,"No, the abstract is not related to AML because it describes a security vulnerability in EMV payment systems and card brand mixup attacks, rather than adversarial manipulation or defenses specific to machine learning models."
uss_2021_13,Partitioning Oracle Attacks.,"No, this abstract is not related to AML because it focuses on cryptographic attacks involving partitioning oracles and decryption, rather than manipulation or exploitation of machine learning models."
uss_2021_14,Raccoon Attack: Finding and Exploiting Most-Significant-Bit-Oracles in TLS-DH(E).,"No. The abstract discusses cryptographic key exchange methods and their security aspects, which are related to cryptography and secure communications, not adversarial machine learning."
uss_2021_15,A Side Journey To Titan.,"No. The abstract focuses on a side-channel attack on a hardware security device, which falls under hardware security rather than adversarial machine learning."
uss_2021_16,PASAN: Detecting Peripheral Access Concurrency Bugs within Bare-Metal Embedded Applications.,"No, the abstract is not related to AML because it focuses on concurrency bugs and the challenges in protecting embedded systems from concurrent accesses, rather than adversarial machine learning attacks or defenses.
"
uss_2021_17,On the Design and Misuse of Microcoded (Embedded) Processors - A Cautionary Note.,"No. The abstract is focused on security issues and attack vectors related to microcode in microprocessors, rather than adversarial attacks or defenses on machine learning models."
uss_2021_18,M2MON: Building an MMIO-based Security Reference Monitor for Unmanned Vehicles.,"No, the abstract is focused on building a security framework for unmanned vehicles to defend against attacks through monitoring I/O activities, which is more related to cybersecurity rather than adversarial machine learning."
uss_2021_19,Sharing More and Checking Less: Leveraging Common Input Keywords to Detect Bugs in Embedded Systems.,"No. The abstract discusses security vulnerabilities in IoT devices and embedded systems, but does not mention any machine learning models or adversarial attacks related to these vulnerabilities."
uss_2021_20,Jetset: Targeted Firmware Rehosting for Embedded Systems.,"No. The abstract is focused on rehosting firmware for embedded systems via emulation, which is more related to vulnerability testing rather than adversarial machine learning."
uss_2021_21,LIGHTBLUE: Automatic Profile-Aware Debloating of Bluetooth Stacks.,"No, the abstract is not related to AML. It discusses security vulnerabilities in Bluetooth implementations but does not mention machine learning systems or adversarial attacks on them."
uss_2021_22,PACStack: an Authenticated Call Stack.,"No, the abstract is not related to AML. It discusses control-flow integrity and shadow stacks, which are concerned with general program security and protection against run-time attacks, rather than adversarial attacks on machine learning systems."
uss_2021_23,"""It's stressful having all these phones"": Investigating Sex Workers' Safety Goals, Risks, and Practices Online.","No, the given abstract is not related to AML because it focuses on how sex workers manage their digital privacy and security, rather than discussing adversarial attacks or defenses on machine learning systems."
uss_2021_24,"""Now I'm a bit angry: "" Individuals' Awareness, Perception, and Responses to Data Breaches that Affected Them.","No. The abstract focuses on individuals' awareness and responses to data breaches rather than discussing manipulation or attacks on machine learning models, which is the focus of adversarial machine learning."
uss_2021_25,"""It's the Company, the Government, You and I"": User Perceptions of Responsibility for Smart Home Privacy and Security.","No. The abstract focuses on users' perception of responsibility and concerns about privacy and security in smart home technology, but it does not discuss adversarial attacks or the manipulation of machine learning systems."
uss_2021_26,The Role of Computer Security Customer Support in Helping Survivors of Intimate Partner Violence.,"No. The abstract focuses on addressing tech-enabled intimate partner violence and improving customer support practices, which is unrelated to adversarial machine learning techniques or attacks."
uss_2021_27,Evaluating In-Workflow Messages for Improving Mental Models of End-to-End Encryption.,"No. The abstract focuses on improving users' understanding of end-to-end encryption in messaging apps, which is unrelated to adversarial machine learning or attacks on machine learning systems."
uss_2021_28,PriSEC: A Privacy Settings Enforcement Controller.,"No, the abstract is not related to AML as it focuses on enhancing user control over online privacy settings using machine learning techniques, rather than discussing any form of adversarial attacks or defenses in machine learning."
