uuid,title,response
uss_2020_0,"29th USENIX Security Symposium, USENIX Security 2020, August 12-14, 2020.","No. The abstract is not provided, so there is no information available to determine its relation to Adversarial Machine Learning."
uss_2020_1,Horizontal Privilege Escalation in Trusted Applications.,"No, the given abstract is unrelated to AML as it focuses on vulnerabilities in Trusted Execution Environments (TEEs) and privilege escalation rather than adversarial attacks or manipulations specific to machine learning models."
uss_2020_2,"The 2020 Election: Remote Voting, Disinformation, and Audit.","No. The abstract is focused on election security, disinformation, and voting technologies, rather than adversarial attacks or defenses in machine learning systems."
uss_2020_3,DELF: Safeguarding deletion correctness in Online Social Networks.,"No. The abstract is focused on data deletion practices in online social networks and the potential privacy implications of developer errors, which are not specifically related to adversarial machine learning attacks or defenses."
uss_2020_4,Digital Contact Tracing.,"No. The abstract discusses digital contact tracing systems and related security, privacy, ethical, and legal issues, but it does not address machine learning or adversarial attacks on such systems."
uss_2020_5,A Formal Analysis of IEEE 802.11's WPA2: Countering the Kracks Caused by Cracking the Counters.,"No, the abstract is not related to AML. It discusses vulnerabilities in the IEEE 802.11 WPA2 protocol and the challenges in formally analyzing its security updates, which are more relevant to network security and cryptography rather than adversarial machine learning."
uss_2020_6,Frankenstein: Advanced Wireless Fuzzing to Exploit New Bluetooth Escalation Targets.,"No, the abstract is not related to AML because it focuses on a fuzzing framework for uncovering vulnerabilities in wireless communication firmware, rather than any manipulation or attacks specifically targeting machine learning systems."
uss_2020_7,Breaking Secure Pairing of Bluetooth Low Energy Using Downgrade Attacks.,"No. The abstract discusses security vulnerabilities in Bluetooth Low Energy (BLE) communication and proposes solutions, but it does not pertain to adversarial machine learning, which involves manipulating machine learning models."
uss_2020_8,You Are What You Broadcast: Identification of Mobile and IoT Devices from (Public) WiFi.,"No, the abstract is not related to AML because it focuses on device identification and anomaly detection through network traffic analysis, rather than discussing manipulations or attacks on machine learning models."
uss_2020_9,Call Me Maybe: Eavesdropping Encrypted LTE Calls With ReVoLTE.,"No, the given abstract is not related to AML because it focuses on exploiting an implementation flaw in VoLTE to eavesdrop on calls, which pertains more to network security and cryptography rather than adversarial machine learning techniques or defenses."
uss_2020_10,A Comprehensive Quality Evaluation of Security and Privacy Advice on the Web.,No. The abstract focuses on evaluating the quality of online security advice for end users and does not discuss adversarial attacks or machine learning systems.
uss_2020_11,"Understanding security mistakes developers make: Qualitative analysis from Build It, Break It, Fix It.","No. The abstract focuses on secure software development and identifying security-relevant errors in programming, rather than discussing adversarial attacks or defenses specifically related to machine learning systems."
uss_2020_12,Empirical Measurement of Systemic 2FA Usability.,"No. The abstract is focused on evaluating the usability and operational impact of Two-Factor Authentication (2FA) systems, which is more related to security and user experience rather than adversarial machine learning."
