uuid,title,response
ccs_2020_0,"CCS '20: 2020 ACM SIGSAC Conference on Computer and Communications Security, Virtual Event, USA, November 9-13, 2020.",No
ccs_2020_1,"Machine Learning and Security: The Good, The Bad, and The Ugly.",Yes
ccs_2020_2,Bypassing Tor Exit Blocking with Exit Bridge Onion Services.,No
ccs_2020_3,CLAPS: Client-Location-Aware Path Selection in Tor.,No
ccs_2020_4,Poking a Hole in the Wall: Efficient Censorship-Resistant Internet Communications by Parasitizing on WebRTC.,No
ccs_2020_5,"Censored Planet: An Internet-wide, Longitudinal Censorship Observatory.",No
ccs_2020_6,Gotta Catch'Em All: Using Honeypots to Catch Adversarial Attacks on Neural Networks.,Yes
ccs_2020_7,A Tale of Evil Twins: Adversarial Inputs versus Poisoned Models.,Yes
ccs_2020_8,DeepDyve: Dynamic Verification for Deep Neural Networks.,Yes
ccs_2020_9,Composite Backdoor Attack for Deep Neural Network by Mixing Existing Benign Features.,Yes
ccs_2020_10,Devil is Virtual: Reversing Virtual Inheritance in C++ Binaries.,No
ccs_2020_11,PatchScope: Memory Object Centric Patch Diffing.,No
ccs_2020_12,FirmXRay: Detecting Bluetooth Link Layer Vulnerabilities From Bare-Metal Firmware.,No
ccs_2020_13,Privaros: A Framework for Privacy-Compliant Delivery Drones.,No
ccs_2020_14,"A Performant, Misuse-Resistant API for Primality Testing.",No
ccs_2020_15,ProMACs: Progressive and Resynchronizing MACs for Continuous Efficient Authentication of Message Streams.,No
ccs_2020_16,LadderLeak: Breaking ECDSA with Less than One Bit of Nonce Leakage.,No
ccs_2020_17,Security of Streaming Encryption in Google's Tink Library.,No
ccs_2020_18,Cyber-Physical Inconsistency Vulnerability Identification for Safety Checks in Robotic Vehicles.,No
ccs_2020_19,HoneyPLC: A Next-Generation Honeypot for Industrial Control Systems.,No
ccs_2020_20,Phantom of the ADAS: Securing Advanced Driver-Assistance Systems from Split-Second Phantom Attacks.,Yes
ccs_2020_21,T2Pair: Secure and Usable Pairing for Heterogeneous IoT Devices.,No
ccs_2020_22,CrypTFlow2: Practical 2-Party Secure Inference.,No
ccs_2020_23,GAN-Leaks: A Taxonomy of Membership Inference Attacks against Generative Models.,Yes
ccs_2020_24,Analyzing Information Leakage of Updates to Natural Language Models.,Yes
ccs_2020_25,Information Leakage in Embedding Models.,Yes
ccs_2020_26,PPE Circuits: Formal Definition to Software Automation.,No
ccs_2020_27,Threshold Password-Hardened Encryption Services.,No
ccs_2020_28,Minimal Symmetric PAKE and 1-out-of-N OT from Programmable-Once Public Functions.,No
ccs_2020_29,Full Database Reconstruction in Two Dimensions.,No
ccs_2020_30,Slimium: Debloating the Chromium Browser with Feature Subsetting.,No
ccs_2020_31,You've Changed: Detecting Malicious Browser Extensions through their Update Deltas.,No
ccs_2020_32,PMForce: Systematically Analyzing postMessage Handlers at Scale.,No
ccs_2020_33,Fill in the Blanks: Empirical Analysis of the Privacy Threats of Browser Form Autofill.,No
