uuid,title,response
ccs_2023_0,"Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security, CCS 2023, Copenhagen, Denmark, November 26-30, 2023.",No
ccs_2023_1,"ASMesh: Anonymous and Secure Messaging in Mesh Networks Using Stronger, Anonymous Double Ratchet.",No
ccs_2023_2,"Lattice-Based Blind Signatures: Short, Efficient, and Round-Optimal.",No
ccs_2023_3,Aggregate Signatures with Versatile Randomization and Issuer-Hiding Multi-Authority Anonymous Credentials.,No
ccs_2023_4,"Concurrent Security of Anonymous Credentials Light, Revisited.",No
ccs_2023_5,"Decoding the Secrets of Machine Learning in Malware Classification: A Deep Dive into Datasets, Feature Extraction, and Model Performance.",No
ccs_2023_6,Privacy Leakage via Speech-induced Vibrations on Room Objects through Remote Sensing based on Phased-MIMO.,No
ccs_2023_7,Efficient Query-Based Attack against ML-Based Android Malware Detection under Zero Knowledge Setting.,Yes
ccs_2023_8,Your Battery Is a Blast! Safeguarding Against Counterfeit Batteries with Authentication.,No
ccs_2023_9,TxPhishScope: Towards Detecting and Understanding Transaction-based Phishing on Ethereum.,No
ccs_2023_10,Uncle Maker: (Time)Stamping Out The Competition in Ethereum.,No
ccs_2023_11,How Hard is Takeover in DPoS Blockchains? Understanding the Security of Coin-based Voting Governance.,No
ccs_2023_12,Demystifying DeFi MEV Activities in Flashbots Bundle.,No
ccs_2023_13,Marketing to Children Through Online Targeted Advertising: Targeting Mechanisms and Legal Aspects.,No
ccs_2023_14,"Pakistani Teens and Privacy - How Gender Disparities, Religion and Family Values Impact the Privacy Design Space.",No
ccs_2023_15,Comprehension from Chaos: Towards Informed Consent for Private Computation.,No
ccs_2023_16,Privacy in the Age of Neurotechnology: Investigating Public Attitudes towards Brain Data Collection and Use.,No
ccs_2023_17,Password-Stealing without Hacking: Wi-Fi Enabled Practical Keystroke Eavesdropping.,Yes
ccs_2023_18,Recovering Fingerprints from In-Display Fingerprint Sensors via Electromagnetic Side Channel.,No
ccs_2023_19,Optical Cryptanalysis: Recovering Cryptographic Keys from Power LED Light Fluctuations.,No
ccs_2023_20,The Danger of Minimum Exposures: Understanding Cross-App Information Leaks on iOS through Multi-Side-Channel Learning.,No
ccs_2023_21,Silence is not Golden: Disrupting the Load Balancing of Authoritative DNS Servers.,No
ccs_2023_22,TsuKing: Coordinating DNS Resolvers and Queries into Potent DoS Amplifiers.,No
ccs_2023_23,Under the Dark: A Systematical Study of Stealthy Mining Pools (Ab)use in the Wild.,No
