venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
usenix,2020,conf/uss/uss2020,,"29th USENIX Security Symposium, USENIX Security 2020, August 12-14, 2020.",Srdjan Capkun; Franziska Roesner,,0,https://www.usenix.org/conference/usenixsecurity20,
usenix,2020,conf/uss/uss2020,,Horizontal Privilege Escalation in Trusted Applications.,Darius Suciu; Stephen E. McLaughlin; Laurent Simon; Radu Sion,,0,https://www.usenix.org/conference/usenixsecurity20/presentation/suciu,
usenix,2020,conf/uss/uss2020,,"The 2020 Election: Remote Voting, Disinformation, and Audit.",Avi Rubin,,0,https://www.usenix.org/conference/usenixsecurity20/presentation/panel-voting,
usenix,2020,conf/uss/uss2020,,DELF: Safeguarding deletion correctness in Online Social Networks.,Katriel Cohn-Gordon; Georgios Damaskinos; Divino Neto; Joshi Cordova; Benoît Reitz; Benjamin Strahs; Daniel Obenshain; Paul Pearce; Ioannis Papagiannis; Available Media,,0,https://www.usenix.org/conference/usenixsecurity20/presentation/cohn-gordon,
usenix,2020,conf/uss/uss2020,,Digital Contact Tracing.,Srdjan Capkun,,0,https://www.usenix.org/conference/usenixsecurity20/presentation/panel-contact-tracing,
usenix,2020,conf/uss/uss2020,,A Formal Analysis of IEEE 802.11's WPA2: Countering the Kracks Caused by Cracking the Counters.,Cas Cremers; Benjamin Kiesl; Niklas Medinger,1-17,17,https://www.usenix.org/conference/usenixsecurity20/presentation/cremers,issue_last_page
usenix,2020,conf/uss/uss2020,,Frankenstein: Advanced Wireless Fuzzing to Exploit New Bluetooth Escalation Targets.,Jan Ruge; Jiska Classen; Francesco Gringoli; Matthias Hollick,19-36,18,https://www.usenix.org/conference/usenixsecurity20/presentation/ruge,issue_first_page
usenix,2020,conf/uss/uss2020,,Breaking Secure Pairing of Bluetooth Low Energy Using Downgrade Attacks.,Yue Zhang; Jian Weng; Rajib Dey; Yier Jin; Zhiqiang Lin; Xinwen Fu,37-54,18,https://www.usenix.org/conference/usenixsecurity20/presentation/zhang-yue,
usenix,2020,conf/uss/uss2020,,You Are What You Broadcast: Identification of Mobile and IoT Devices from (Public) WiFi.,Lingjing Yu; Bo Luo; Jun Ma; Zhaoyu Zhou; Qingyun Liu,55-72,18,https://www.usenix.org/conference/usenixsecurity20/presentation/yu,
usenix,2020,conf/uss/uss2020,,Call Me Maybe: Eavesdropping Encrypted LTE Calls With ReVoLTE.,David Rupprecht; Katharina Kohls; Thorsten Holz; Christina Pöpper,73-88,16,https://www.usenix.org/conference/usenixsecurity20/presentation/rupprecht,
usenix,2020,conf/uss/uss2020,,A Comprehensive Quality Evaluation of Security and Privacy Advice on the Web.,Elissa M. Redmiles; Noel Warford; Amritha Jayanti; Aravind Koneru; Sean Kross; Miraida Morales; Rock Stevens; Michelle L. Mazurek,89-108,20,https://www.usenix.org/conference/usenixsecurity20/presentation/redmiles,
usenix,2020,conf/uss/uss2020,,"Understanding security mistakes developers make: Qualitative analysis from Build It, Break It, Fix It.",Daniel Votipka; Kelsey R. Fulton; James Parker; Matthew Hou; Michelle L. Mazurek; Michael Hicks,109-126,18,https://www.usenix.org/conference/usenixsecurity20/presentation/votipka-understanding,
usenix,2020,conf/uss/uss2020,,Empirical Measurement of Systemic 2FA Usability.,Joshua Reynolds; Nikita Samarin; Joseph D. Barnes; Taylor Judd; Joshua Mason; Michael D. Bailey; Serge Egelman,127-143,17,https://www.usenix.org/conference/usenixsecurity20/presentation/reynolds,issue_last_page
usenix,2020,conf/uss/uss2020,,"What Twitter Knows: Characterizing Ad Targeting Practices, User Perceptions, and Ad Explanations Through Users' Own Twitter Data.",Miranda Wei; Madison Stamos; Sophie Veys; Nathan Reitinger; Justin Goodman; Margot Herman; Dorota Filipczuk; Ben Weinshel; Michelle L. Mazurek; Blase Ur,145-162,18,https://www.usenix.org/conference/usenixsecurity20/presentation/wei,issue_first_page
usenix,2020,conf/uss/uss2020,,The Impact of Ad-Blockers on Product Search and Purchase Behavior: A Lab Experiment.,Alisa Frik; Amelia Haviland; Alessandro Acquisti,163-179,17,https://www.usenix.org/conference/usenixsecurity20/presentation/frik,issue_last_page
usenix,2020,conf/uss/uss2020,,"Symbolic execution with SymCC: Don't interpret, compile!",Sebastian Poeplau; Aurélien Francillon,181-198,18,https://www.usenix.org/conference/usenixsecurity20/presentation/poeplau,issue_first_page
usenix,2020,conf/uss/uss2020,,Sys: A Static/Symbolic Tool for Finding Good Bugs in Good (Browser) Code.,Fraser Brown; Deian Stefan; Dawson R. Engler,199-216,18,https://www.usenix.org/conference/usenixsecurity20/presentation/brown,
usenix,2020,conf/uss/uss2020,,Everything Old is New Again: Binary Security of WebAssembly.,Daniel Lehmann; Johannes Kinder; Michael Pradel,217-234,18,https://www.usenix.org/conference/usenixsecurity20/presentation/lehmann,
usenix,2020,conf/uss/uss2020,,AURORA: Statistical Crash Analysis for Automated Root Cause Explanation.,Tim Blazytko; Moritz Schlögel; Cornelius Aschermann; Ali Abbasi; Joel Frank; Simon Wörner; Thorsten Holz,235-252,18,https://www.usenix.org/conference/usenixsecurity20/presentation/blazytko,
usenix,2020,conf/uss/uss2020,,SmartVerif: Push the Limit of Automation Capability of Verifying Security Protocols by Dynamic Strategies.,Yan Xiong; Cheng Su; Wenchao Huang; Fuyou Miao; Wansen Wang; Hengyi Ouyang,253-270,18,https://www.usenix.org/conference/usenixsecurity20/presentation/xiong,
usenix,2020,conf/uss/uss2020,,BigMAC: Fine-Grained Policy Analysis of Android Firmware.,Grant Hernandez; Dave (Jing) Tian; Anurag Swarnim Yadav; Byron J. Williams; Kevin R. B. Butler,271-287,17,https://www.usenix.org/conference/usenixsecurity20/presentation/hernandez,issue_last_page
usenix,2020,conf/uss/uss2020,,From Needs to Actions to Secure Apps? The Effect of Requirements and Developer Practices on App Security.,Charles Weir; Ben Hermann; Sascha Fahl,289-305,17,https://www.usenix.org/conference/usenixsecurity20/presentation/weir,issue_first_page;issue_last_page
usenix,2020,conf/uss/uss2020,,FANS: Fuzzing Android Native System Services via Automated Interface Analysis.,Baozheng Liu; Chao Zhang; Guang Gong; Yishun Zeng; Haifeng Ruan; Jianwei Zhuge,307-323,17,https://www.usenix.org/conference/usenixsecurity20/presentation/liu,issue_first_page;issue_last_page
usenix,2020,conf/uss/uss2020,,Chaperone: Real-time Locking and Loss Prevention for Smartphones.,Jiayi Chen; Urs Hengartner; Hassan Khan; Mohammad Mannan,325-342,18,https://www.usenix.org/conference/usenixsecurity20/presentation/chen-jiayi,issue_first_page
usenix,2020,conf/uss/uss2020,,Towards HTTPS Everywhere on Android: We Are Not There Yet.,Andrea Possemato; Yanick Fratantonio,343-360,18,https://www.usenix.org/conference/usenixsecurity20/presentation/possemato,
usenix,2020,conf/uss/uss2020,,Sunrise to Sunset: Analyzing the End-to-end Life Cycle and Effectiveness of Phishing Attacks at Scale.,Adam Oest; Penghui Zhang; Brad Wardman; Eric Nunes; Jakub Burgis; Ali Zand; Kurt Thomas; Adam Doupé; Gail-Joon Ahn,361-377,17,https://www.usenix.org/conference/usenixsecurity20/presentation/oest-sunrise,issue_last_page
usenix,2020,conf/uss/uss2020,,PhishTime: Continuous Longitudinal Measurement of the Effectiveness of Anti-phishing Blacklists.,Adam Oest; Yeganeh Safaei; Penghui Zhang; Brad Wardman; Kevin Tyers; Yan Shoshitaishvili; Adam Doupé,379-396,18,https://www.usenix.org/conference/usenixsecurity20/presentation/oest-phishtime,issue_first_page
usenix,2020,conf/uss/uss2020,,Who's Calling? Characterizing Robocalls through Audio and Metadata Analysis.,Sathvik Prasad; Elijah Robert Bouma-Sims; Athishay Kiran Mylappan; Bradley Reaves,397-414,18,https://www.usenix.org/conference/usenixsecurity20/presentation/prasad,
usenix,2020,conf/uss/uss2020,,See No Evil: Phishing for Permissions with False Transparency.,Güliz Seray Tuncay; Jingyu Qian; Carl A. Gunter,415-432,18,https://www.usenix.org/conference/usenixsecurity20/presentation/tuncay,
usenix,2020,conf/uss/uss2020,,A different cup of TI? The added value of commercial threat intelligence.,Xander Bouwman; Harm Griffioen; Jelle Egbers; Christian Doerr; Bram Klievink; Michel van Eeten,433-450,18,https://www.usenix.org/conference/usenixsecurity20/presentation/bouwman,
