venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
usenix,2023,conf/uss/uss2023,,"32nd USENIX Security Symposium, USENIX Security 2023, Anaheim, CA, USA, August 9-11, 2023.",Joseph A. Calandrino; Carmela Troncoso,,0,https://www.usenix.org/conference/usenixsecurity23,
usenix,2023,conf/uss/uss2023,,PhyAuth: Physical-Layer Message Authentication for ZigBee Networks.,Ang Li; Jiawei Li; Dianqi Han; Yan Zhang; Tao Li; Ting Zhu; Yanchao Zhang,1-18,18,https://www.usenix.org/conference/usenixsecurity23/presentation/li-ang,
usenix,2023,conf/uss/uss2023,,Time for Change: How Clocks Break UWB Secure Ranging.,Claudio Anliker; Giovanni Camurati; Srdjan Capkun,19-36,18,https://www.usenix.org/conference/usenixsecurity23/presentation/anliker,
usenix,2023,conf/uss/uss2023,,Formal Analysis and Patching of BLE-SC Pairing.,Min Shi; Jing Chen; Kun He; Haoran Zhao; Meng Jia; Ruiying Du,37-52,16,https://www.usenix.org/conference/usenixsecurity23/presentation/shi-min,
usenix,2023,conf/uss/uss2023,,Framing Frames: Bypassing Wi-Fi Encryption by Manipulating Transmit Queues.,Domien Schepers; Aanjhan Ranganathan; Mathy Vanhoef,53-68,16,https://www.usenix.org/conference/usenixsecurity23/presentation/schepers,
usenix,2023,conf/uss/uss2023,,Abuse Vectors: A Framework for Conceptualizing IoT-Enabled Interpersonal Abuse.,Sophie Stephenson; Majed Almansoori; Pardis Emami Naeini; Danny Yuxing Huang; Rahul Chatterjee,69-86,18,https://www.usenix.org/conference/usenixsecurity23/presentation/stephenson-vectors,
usenix,2023,conf/uss/uss2023,,The Digital-Safety Risks of Financial Technologies for Survivors of Intimate Partner Violence.,Rosanna Bellini; Kevin Lee; Megan A. Brown; Jeremy Shaffer; Rasika Bhalerao; Thomas Ristenpart,87-104,18,https://www.usenix.org/conference/usenixsecurity23/presentation/bellini,
usenix,2023,conf/uss/uss2023,,"""It's the Equivalent of Feeling Like You're in Jail"": Lessons from Firsthand and Secondhand Accounts of IoT-Enabled Intimate Partner Abuse.",Sophie Stephenson; Majed Almansoori; Pardis Emami Naeini; Rahul Chatterjee,105-122,18,https://www.usenix.org/conference/usenixsecurity23/presentation/stephenson-lessons,
usenix,2023,conf/uss/uss2023,,Sneaky Spy Devices and Defective Detectors: The Ecosystem of Intimate Partner Surveillance with Covert Devices.,Rose Ceccio; Sophie Stephenson; Varun Chadha; Danny Yuxing Huang; Rahul Chatterjee,123-140,18,https://www.usenix.org/conference/usenixsecurity23/presentation/ceccio,
usenix,2023,conf/uss/uss2023,,Towards a General Video-based Keystroke Inference Attack.,Zhuolin Yang; Yuxin Chen; Zain Sarwar; Hadleigh Schwartz; Ben Y. Zhao; Haitao Zheng,141-158,18,https://www.usenix.org/conference/usenixsecurity23/presentation/yang-zhuolin,
usenix,2023,conf/uss/uss2023,,Going through the motions: AR/VR keylogging from user head motions.,Carter Slocum; Yicheng Zhang; Nael B. Abu-Ghazaleh; Jiasi Chen,159-174,16,https://www.usenix.org/conference/usenixsecurity23/presentation/slocum,
usenix,2023,conf/uss/uss2023,,Auditory Eyesight: Demystifying μs-Precision Keystroke Tracking Attacks on Unconstrained Keyboard Inputs.,Yazhou Tu; Liqun Shan; Md. Imran Hossen; Sara Rampazzi; Kevin R. B. Butler; Xiali Hei,175-192,18,https://www.usenix.org/conference/usenixsecurity23/presentation/tu,
usenix,2023,conf/uss/uss2023,,Watch your Watch: Inferring Personality Traits from Wearable Activity Trackers.,Noé Zufferey; Mathias Humbert; Romain Tavenard; Kévin Huguenin,193-210,18,https://www.usenix.org/conference/usenixsecurity23/presentation/zufferey,
usenix,2023,conf/uss/uss2023,,Squint Hard Enough: Attacking Perceptual Hashing with Adversarial Machine Learning.,Jonathan Prokos; Neil Fendley; Matthew Green; Roei Schuster; Eran Tromer; Tushar M. Jois; Yinzhi Cao,211-228,18,https://www.usenix.org/conference/usenixsecurity23/presentation/prokos,
usenix,2023,conf/uss/uss2023,,How to Cover up Anomalous Accesses to Electronic Health Records.,Xiaojun Xu; Qingying Hao; Zhuolin Yang; Bo Li; David M. Liebovitz; Gang Wang; Carl A. Gunter,229-246,18,https://www.usenix.org/conference/usenixsecurity23/presentation/xu-xiaojun,
usenix,2023,conf/uss/uss2023,,KENKU: Towards Efficient and Stealthy Black-box Adversarial Attacks against ASR Systems.,Xinghui Wu; Shiqing Ma; Chao Shen; Chenhao Lin; Qian Wang; Qi Li; Yuan Rao,247-264,18,https://www.usenix.org/conference/usenixsecurity23/presentation/wu-xinghui,
