venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
usenix,2021,conf/uss/uss2021,,"30th USENIX Security Symposium, USENIX Security 2021, August 11-13, 2021.",Michael D. Bailey; Rachel Greenstadt,,0,https://www.usenix.org/conference/usenixsecurity21,
usenix,2021,conf/uss/uss2021,,"Susan Landau, Tufts University.",Susan Landau,,0,https://www.usenix.org/conference/usenixsecurity21/presentation/keynote-landau,
usenix,2021,conf/uss/uss2021,,"Effect of Mood, Location, Trust, and Presence of Others on Video-Based Social Authentication.",Cheng Guo; Brianne Campbell; Apu Kapadia; Michael K. Reiter; Kelly Caine,1-18,18,https://www.usenix.org/conference/usenixsecurity21/presentation/guo,
usenix,2021,conf/uss/uss2021,,'Passwords Keep Me Safe' - Understanding What Children Think about Passwords.,Mary Theofanos; Yee-Yin Choong; Olivia Murphy,19-35,17,https://www.usenix.org/conference/usenixsecurity21/presentation/theofanos,issue_last_page
usenix,2021,conf/uss/uss2021,,On the Usability of Authenticity Checks for Hardware Security Tokens.,Katharina Pfeffer; Alexandra Mai; Adrian Dabrowski; Matthias Gusenbauer; Philipp Schindler; Edgar R. Weippl; Michael Franz; Katharina Krombholz,37-54,18,https://www.usenix.org/conference/usenixsecurity21/presentation/pfeffer,issue_first_page
usenix,2021,conf/uss/uss2021,,Inexpensive Brainwave Authentication: New Techniques and Insights on User Acceptance.,Patricia Arias Cabarcos; Thilo Habrich; Karen Becker; Christian Becker; Thorsten Strufe,55-72,18,https://www.usenix.org/conference/usenixsecurity21/presentation/arias-cabarcos,
usenix,2021,conf/uss/uss2021,,Why Older Adults (Don't) Use Password Managers.,Hirak Ray; Flynn Wolf; Ravi Kuber; Adam J. Aviv,73-90,18,https://www.usenix.org/conference/usenixsecurity21/presentation/ray,
usenix,2021,conf/uss/uss2021,,"""It's Stored, Hopefully, on an Encrypted Server"": Mitigating Users' Misconceptions About FIDO2 Biometric WebAuthn.",Leona Lassak; Annika Hildebrandt; Maximilian Golla; Blase Ur,91-108,18,https://www.usenix.org/conference/usenixsecurity21/presentation/lassak,
usenix,2021,conf/uss/uss2021,,Driving 2FA Adoption at Scale: Optimizing Two-Factor Authentication Notification Design Patterns.,Maximilian Golla; Grant Ho; Marika Lohmus; Monica Pulluri; Elissa M. Redmiles,109-126,18,https://www.usenix.org/conference/usenixsecurity21/presentation/golla,
usenix,2021,conf/uss/uss2021,,Hiding the Access Pattern is Not Enough: Exploiting Search Pattern Leakage in Searchable Encryption.,Simon Oya; Florian Kerschbaum,127-142,16,https://www.usenix.org/conference/usenixsecurity21/presentation/oya,
