venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
usenix,2022,conf/uss/uss2022,,"31st USENIX Security Symposium, USENIX Security 2022, Boston, MA, USA, August 10-12, 2022.",Kevin R. B. Butler; Kurt Thomas,,0,https://www.usenix.org/conference/usenixsecurity22,
usenix,2022,conf/uss/uss2022,,Under the Hood of DANE Mismanagement in SMTP.,Hyeonmin Lee; Md. Ishtiaq Ashiq; Moritz Müller; Roland van Rijswijk-Deij; Ted Taekyoung Kwon; Taejoong Chung,1-16,16,https://www.usenix.org/conference/usenixsecurity22/presentation/lee,
usenix,2022,conf/uss/uss2022,,Seeing the Forest for the Trees: Understanding Security Hazards in the 3GPP Ecosystem through Intelligent Analysis on Change Requests.,Yi Chen; Di Tang; Yepeng Yao; Mingming Zha; XiaoFeng Wang; Xiaozhong Liu; Haixu Tang; Dongfang Zhao,17-34,18,https://www.usenix.org/conference/usenixsecurity22/presentation/chen-yi,
usenix,2022,conf/uss/uss2022,,Exploring the Unchartered Space of Container Registry Typosquatting.,Guannan Liu; Xing Gao; Haining Wang; Kun Sun,35-51,17,https://www.usenix.org/conference/usenixsecurity22/presentation/liu-guannan,issue_last_page
usenix,2022,conf/uss/uss2022,,Uninvited Guests: Analyzing the Identity and Behavior of Certificate Transparency Bots.,Brian Kondracki; Johnny So; Nick Nikiforakis,53-70,18,https://www.usenix.org/conference/usenixsecurity22/presentation/kondracki,issue_first_page
usenix,2022,conf/uss/uss2022,,Playing for K(H)eaps: Understanding and Improving Linux Kernel Exploit Reliability.,Kyle Zeng; Yueqi Chen; Haehyun Cho; Xinyu Xing; Adam Doupé; Yan Shoshitaishvili; Tiffany Bao,71-88,18,https://www.usenix.org/conference/usenixsecurity22/presentation/zeng,
usenix,2022,conf/uss/uss2022,,In-Kernel Control-Flow Integrity on Commodity OSes using ARM Pointer Authentication.,Sungbae Yoo; Jinbum Park; Seolheui Kim; Yeji Kim; Taesoo Kim,89-106,18,https://www.usenix.org/conference/usenixsecurity22/presentation/yoo,
usenix,2022,conf/uss/uss2022,,Midas: Systematic Kernel TOCTTOU Protection.,Atri Bhattacharyya; Uros Tesic; Mathias Payer,107-124,18,https://www.usenix.org/conference/usenixsecurity22/presentation/bhattacharyya,
usenix,2022,conf/uss/uss2022,,LinKRID: Vetting Imbalance Reference Counting in Linux kernel with Symbolic Execution.,Jian Liu; Lin Yi; Weiteng Chen; Chengyu Song; Zhiyun Qian; Qiuping Yi,125-142,18,https://www.usenix.org/conference/usenixsecurity22/presentation/liu-jian,
usenix,2022,conf/uss/uss2022,,Mining Node.js Vulnerabilities via Object Dependence Graph and Query.,Song Li; Mingqing Kang; Jianwei Hou; Yinzhi Cao,143-160,18,https://www.usenix.org/conference/usenixsecurity22/presentation/li-song,
usenix,2022,conf/uss/uss2022,,Mistrust Plugins You Must: A Large-Scale Study Of Malicious Plugins In WordPress Marketplaces.,Ranjita Pai Kasturi; Jonathan Fuller; Yiting Sun; Omar Chabklo; Andres Rodriguez; Jeman Park; Brendan Saltaformaggio,161-178,18,https://www.usenix.org/conference/usenixsecurity22/presentation/kasturi,
usenix,2022,conf/uss/uss2022,,Web Cache Deception Escalates!,Seyed Ali Mirheidari; Matteo Golinelli; Kaan Onarlioglu; Engin Kirda; Bruno Crispo,179-196,18,https://www.usenix.org/conference/usenixsecurity22/presentation/mirheidari,
usenix,2022,conf/uss/uss2022,,FUGIO: Automatic Exploit Generation for PHP Object Injection Vulnerabilities.,Sunnyeo Park; Daejun Kim; Suman Jana; Sooel Son,197-214,18,https://www.usenix.org/conference/usenixsecurity22/presentation/park-sunnyeo,
usenix,2022,conf/uss/uss2022,,TLS-Anvil: Adapting Combinatorial Testing for TLS Libraries.,Marcel Maehren; Philipp Nieting; Sven Hebrok; Robert Merget; Juraj Somorovsky; Jörg Schwenk,215-232,18,https://www.usenix.org/conference/usenixsecurity22/presentation/maehren,
usenix,2022,conf/uss/uss2022,,Open to a fault: On the passive compromise of TLS keys via transient errors.,George Arnold Sullivan; Jackson Sippe; Nadia Heninger; Eric Wustrow,233-250,18,https://www.usenix.org/conference/usenixsecurity22/presentation/sullivan,
usenix,2022,conf/uss/uss2022,,Trust Dies in Darkness: Shedding Light on Samsung's TrustZone Keymaster Design.,Alon Shakevsky; Eyal Ronen; Avishai Wool,251-268,18,https://www.usenix.org/conference/usenixsecurity22/presentation/shakevsky,
usenix,2022,conf/uss/uss2022,,"Breaking Bridgefy, again: Adopting libsignal is not enough.",Martin R. Albrecht; Raphael Eikenberg; Kenneth G. Paterson,269-286,18,https://www.usenix.org/conference/usenixsecurity22/presentation/albrecht,
usenix,2022,conf/uss/uss2022,,"""I feel invaded, annoyed, anxious and I may protect myself"": Individuals' Feelings about Online Tracking and their Protective Behaviour across Gender and Country.",Kovila P. L. Coopamootoo; Maryam Mehrnezhad; Ehsan Toreini,287-304,18,https://www.usenix.org/conference/usenixsecurity22/presentation/coopamootoo,
usenix,2022,conf/uss/uss2022,,"""Like Lesbians Walking the Perimeter"": Experiences of U.S. LGBTQ+ Folks With Online Security, Safety, and Privacy Advice.",Christine Geeng; Mike Harris; Elissa M. Redmiles; Franziska Roesner,305-322,18,https://www.usenix.org/conference/usenixsecurity22/presentation/geeng,
usenix,2022,conf/uss/uss2022,,"""They Look at Vulnerability and Use That to Abuse You"": Participatory Threat Modelling with Migrant Domestic Workers.",Julia Slupska; Selina Y. Cho; Marissa Begonia; Ruba Abu-Salma; Nayanatara Prakash; Mallika Balakrishnan,323-340,18,https://www.usenix.org/conference/usenixsecurity22/presentation/slupska-vulnerability,
usenix,2022,conf/uss/uss2022,,Networks of Care: Tech Abuse Advocates' Digital Security Practices.,Julia Slupska; Angelika Strohmayer,341-358,18,https://www.usenix.org/conference/usenixsecurity22/presentation/slupska-networks,
usenix,2022,conf/uss/uss2022,,How Long Do Vulnerabilities Live in the Code? A Large-Scale Empirical Measurement Study on FOSS Vulnerability Lifetimes.,Nikolaos Alexopoulos; Manuel Brack; Jan Philipp Wagner; Tim Grube; Max Mühlhäuser,359-376,18,https://www.usenix.org/conference/usenixsecurity22/presentation/alexopoulos,
