venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
icml,2021,conf/icml/icml2021,,"Proceedings of the 38th International Conference on Machine Learning, ICML 2021, 18-24 July 2021, Virtual Event.",Marina Meila; Tong Zhang,,0,http://proceedings.mlr.press/v139/,
icml,2021,conf/icml/icml2021,,A New Representation of Successor Features for Transfer across Dissimilar Environments.,Majid Abdolshah; Hung Le; Thommen George Karimpanal; Sunil Gupta; Santu Rana; Svetha Venkatesh,1-9,9,http://proceedings.mlr.press/v139/abdolshah21a.html,
icml,2021,conf/icml/icml2021,,Massively Parallel and Asynchronous Tsetlin Machine Architecture Supporting Almost Constant-Time Scaling.,Kuruge Darshana Abeyrathna; Bimal Bhattarai; Morten Goodwin; Saeed Rahimi Gorji; Ole-Christoffer Granmo; Lei Jiao; Rupsa Saha; Rohan Kumar Yadav,10-20,11,http://proceedings.mlr.press/v139/abeyrathna21a.html,
icml,2021,conf/icml/icml2021,,Debiasing Model Updates for Improving Personalized Federated Training.,Durmus Alp Emre Acar; Yue Zhao; Ruizhao Zhu; Ramon Matas Navarro; Matthew Mattina; Paul N. Whatmough; Venkatesh Saligrama,21-31,11,http://proceedings.mlr.press/v139/acar21a.html,
icml,2021,conf/icml/icml2021,,Memory Efficient Online Meta Learning.,Durmus Alp Emre Acar; Ruizhao Zhu; Venkatesh Saligrama,32-42,11,http://proceedings.mlr.press/v139/acar21b.html,
icml,2021,conf/icml/icml2021,,Robust Testing and Estimation under Manipulation Attacks.,Jayadev Acharya; Ziteng Sun; Huanyu Zhang,43-53,11,http://proceedings.mlr.press/v139/acharya21a.html,
icml,2021,conf/icml/icml2021,,GP-Tree: A Gaussian Process Classifier for Few-Shot Incremental Learning.,Idan Achituve; Aviv Navon; Yochai Yemini; Gal Chechik; Ethan Fetaya,54-65,12,http://proceedings.mlr.press/v139/achituve21a.html,
icml,2021,conf/icml/icml2021,,f-Domain Adversarial Learning: Theory and Algorithms.,David Acuna; Guojun Zhang; Marc T. Law; Sanja Fidler,66-75,10,http://proceedings.mlr.press/v139/acuna21a.html,
icml,2021,conf/icml/icml2021,,Towards Rigorous Interpretations: a Formalisation of Feature Attribution.,Darius Afchar; Vincent Guigue; Romain Hennequin,76-86,11,http://proceedings.mlr.press/v139/afchar21a.html,
icml,2021,conf/icml/icml2021,,Acceleration via Fractal Learning Rate Schedules.,Naman Agarwal; Surbhi Goel; Cyril Zhang,87-99,13,http://proceedings.mlr.press/v139/agarwal21a.html,
icml,2021,conf/icml/icml2021,,A Regret Minimization Approach to Iterative Learning Control.,Naman Agarwal; Elad Hazan; Anirudha Majumdar; Karan Singh,100-109,10,http://proceedings.mlr.press/v139/agarwal21b.html,
icml,2021,conf/icml/icml2021,,Towards the Unification and Robustness of Perturbation and Gradient Based Explanations.,Sushant Agarwal; Shahin Jabbari; Chirag Agarwal; Sohini Upadhyay; Steven Wu; Himabindu Lakkaraju,110-119,10,http://proceedings.mlr.press/v139/agarwal21c.html,
icml,2021,conf/icml/icml2021,,Label Inference Attacks from Log-loss Scores.,Abhinav Aggarwal; Shiva Prasad Kasiviswanathan; Zekun Xu; Oluwaseyi Feyisetan; Nathanael Teissier,120-129,10,http://proceedings.mlr.press/v139/aggarwal21a.html,
icml,2021,conf/icml/icml2021,,Deep Kernel Processes.,Laurence Aitchison; Adam X. Yang; Sebastian W. Ober,130-140,11,http://proceedings.mlr.press/v139/aitchison21a.html,
icml,2021,conf/icml/icml2021,,How Does Loss Function Affect Generalization Performance of Deep Learning? Application to Human Age Estimation.,Ali Akbari; Muhammad Awais; Manijeh Bashar; Josef Kittler,141-151,11,http://proceedings.mlr.press/v139/akbari21a.html,
icml,2021,conf/icml/icml2021,,On Learnability via Gradient Method for Two-Layer ReLU Neural Networks in Teacher-Student Setting.,Shunta Akiyama; Taiji Suzuki,152-162,11,http://proceedings.mlr.press/v139/akiyama21a.html,
icml,2021,conf/icml/icml2021,,Slot Machines: Discovering Winning Combinations of Random Weights in Neural Networks.,Maxwell Mbabilla Aladago; Lorenzo Torresani,163-174,12,http://proceedings.mlr.press/v139/aladago21a.html,
icml,2021,conf/icml/icml2021,,A large-scale benchmark for few-shot program induction and synthesis.,Ferran Alet; Javier Lopez-Contreras; James Koppel; Maxwell I. Nye; Armando Solar-Lezama; Tomás Lozano-Pérez; Leslie Pack Kaelbling; Joshua B. Tenenbaum,175-186,12,http://proceedings.mlr.press/v139/alet21a.html,
icml,2021,conf/icml/icml2021,,Robust Pure Exploration in Linear Bandits with Limited Budget.,Ayya Alieva; Ashok Cutkosky; Abhimanyu Das,187-195,9,http://proceedings.mlr.press/v139/alieva21a.html,
icml,2021,conf/icml/icml2021,,Communication-Efficient Distributed Optimization with Quantized Preconditioners.,Foivos Alimisis; Peter Davies; Dan Alistarh,196-206,11,http://proceedings.mlr.press/v139/alimisis21a.html,
icml,2021,conf/icml/icml2021,,Non-Exponentially Weighted Aggregation: Regret Bounds for Unbounded Loss Functions.,Pierre Alquier,207-218,12,http://proceedings.mlr.press/v139/alquier21a.html,
icml,2021,conf/icml/icml2021,,Dataset Dynamics via Gradient Flows in Probability Space.,David Alvarez-Melis; Nicolò Fusi,219-230,12,http://proceedings.mlr.press/v139/alvarez-melis21a.html,
icml,2021,conf/icml/icml2021,,Submodular Maximization subject to a Knapsack Constraint: Combinatorial Algorithms with Near-optimal Adaptive Complexity.,Georgios Amanatidis; Federico Fusco; Philip Lazos; Stefano Leonardi; Alberto Marchetti-Spaccamela; Rebecca Reiffenhäuser,231-242,12,http://proceedings.mlr.press/v139/amanatidis21a.html,
icml,2021,conf/icml/icml2021,,Safe Reinforcement Learning with Linear Function Approximation.,Sanae Amani; Christos Thrampoulidis; Lin Yang,243-253,11,http://proceedings.mlr.press/v139/amani21a.html,
icml,2021,conf/icml/icml2021,,Automatic variational inference with cascading flows.,Luca Ambrogioni; Gianluigi Silvestri; Marcel van Gerven,254-263,10,http://proceedings.mlr.press/v139/ambrogioni21a.html,
icml,2021,conf/icml/icml2021,,Sparse Bayesian Learning via Stepwise Regression.,Sebastian E. Ament; Carla P. Gomes,264-274,11,http://proceedings.mlr.press/v139/ament21a.html,
icml,2021,conf/icml/icml2021,,Locally Persistent Exploration in Continuous Control Tasks with Sparse Rewards.,Susan Amin; Maziar Gomrokchi; Hossein Aboutalebi; Harsh Satija; Doina Precup,275-285,11,http://proceedings.mlr.press/v139/amin21a.html,
icml,2021,conf/icml/icml2021,,Preferential Temporal Difference Learning.,Nishanth V. Anand; Doina Precup,286-296,11,http://proceedings.mlr.press/v139/anand21a.html,
icml,2021,conf/icml/icml2021,,Unitary Branching Programs: Learnability and Lower Bounds.,Fidel Ernesto Diaz Andino; Maria Kokkou; Mateus de Oliveira Oliveira; Farhad Vadiee,297-306,10,http://proceedings.mlr.press/v139/andino21a.html,
icml,2021,conf/icml/icml2021,,The Logical Options Framework.,Brandon Araki; Xiao Li; Kiran Vodrahalli; Jonathan A. DeCastro; Micah J. Fry; Daniela Rus,307-317,11,http://proceedings.mlr.press/v139/araki21a.html,
icml,2021,conf/icml/icml2021,,Annealed Flow Transport Monte Carlo.,Michael Arbel; Alexander G. de G. Matthews; Arnaud Doucet,318-330,13,http://proceedings.mlr.press/v139/arbel21a.html,
icml,2021,conf/icml/icml2021,,Permutation Weighting.,David Arbour; Drew Dimmery; Arjun Sondhi,331-341,11,http://proceedings.mlr.press/v139/arbour21a.html,
icml,2021,conf/icml/icml2021,,Analyzing the tree-layer structure of Deep Forests.,Ludovic Arnould; Claire Boyer; Erwan Scornet,342-350,9,http://proceedings.mlr.press/v139/arnould21a.html,
icml,2021,conf/icml/icml2021,,Dropout: Explicit Forms and Capacity Control.,Raman Arora; Peter L. Bartlett; Poorya Mianjy; Nathan Srebro,351-361,11,http://proceedings.mlr.press/v139/arora21a.html,
icml,2021,conf/icml/icml2021,,Tighter Bounds on the Log Marginal Likelihood of Gaussian Process Regression Using Conjugate Gradients.,Artem Artemev; David R. Burt; Mark van der Wilk,362-372,11,http://proceedings.mlr.press/v139/artemev21a.html,
icml,2021,conf/icml/icml2021,,Deciding What to Learn: A Rate-Distortion Approach.,Dilip Arumugam; Benjamin Van Roy,373-382,10,http://proceedings.mlr.press/v139/arumugam21a.html,
icml,2021,conf/icml/icml2021,,Private Adaptive Gradient Methods for Convex Optimization.,Hilal Asi; John C. Duchi; Alireza Fallah; Omid Javidbakht; Kunal Talwar,383-392,10,http://proceedings.mlr.press/v139/asi21a.html,
